review_priority,review_issues,review_action,review_notes,title,url,location,latitude,longitude,incident_type,victim_identity,date,source_date,description,severity,perpetrator_info,year_found,found_at,search_query
0,No issues,,,Scott White guilty plea comes 33 - years after  gay hate  murder of Scott Johnsons | news . com . au Australia leading news site,https://www.news.com.au/national/nsw-act/courts-law/scott-whites-guilty-plea-comes-33years-after-gay-hate-murder-of-scott-johnsons/news-story/50eb7b1c3b59e5792afde3422cbc6c57,"Manly, Sydney",-33.7977424,151.2889403,murder,gay,,20220116T001500Z,"Scott White pleaded guilty to the 'gay hate' murder of Scott Johnson 33 years after the crime took place in Manly, Sydney.",high,Scott White,,,
0,No issues,,,Vandals Deface Adelaide Rainbow Pride Walk With Homophobic Graffiti,https://www.starobserver.com.au/news/vandals-deface-adelaides-rainbow-pride-walk-with-homophobic-graffiti/206273,Adelaide's Rainbow Pride Walk,-34.9281,138.5999,vandalism,LGBTQI+,,20211008T093000Z,"Vandals defaced Adelaide's Rainbow Pride Walk with homophobic graffiti, sparking anger within the LGBTQI+ communities in Adelaide.",medium,,,,
0,No issues,,,Leicester graduate murdered with a Tesco carrier bag by abusive husband - so he could run away with his gay lover,https://www.leicestermercury.co.uk/news/leicester-news/leicester-graduate-murdered-tesco-carrier-4366992,Leicester,-29.5898491,150.3712774,murder,gay,,20200727T121500Z,A Leicester graduate was murdered by his abusive husband using a Tesco carrier bag so he could run away with his gay lover.,high,abusive husband,,,
0,No issues,,,City neo - Nazi group seen as  ticking time bombs  ,https://www.echonews.com.au/news/the-neo-nazi-group-prowling-melbournes-streets/4017463/,Melbourne,-37.8136,144.9631,threat,general_lgbtiq,,20200518T043000Z,"A city neo-Nazi group is seen as ticking time bombs, posing a threat to the LGBTIQ+ community in the area.",medium,Neo-Nazi group,,,
0,No issues,,,Swastika painted on Queensland Labor MP office window days after it was  smashed by anti - vaxxer  ,https://www.dailymail.co.uk/news/article-10202951/Swastika-painted-Queensland-Labor-MPs-office-window-days-smashed-anti-vaxxer.html,Queensland Labor MP office window,-27.4698,153.0251,vandalism,general_lgbtiq,,20211115T111500Z,A swastika was painted on the window of a Queensland Labor MP office days after it was smashed by an anti-vaxxer.,medium,,,,
0,No issues,,,Investigation revealed evil and violence directed at gay men across Sydney,https://www.smh.com.au/national/investigation-revealed-evil-and-violence-directed-at-gay-men-across-sydney-20211021-p5924b.html,Sydney CBD,-33.8747234,151.2053644,violence,gay men,,20211021T220000Z,Investigation revealed evil and violence directed at gay men across Sydney CBD.,high,,,,
0,No issues,,,"Bondi Badlands podcast : Investigation reveals evil , violence directed at Sydney gay men",https://www.brisbanetimes.com.au/national/investigation-revealed-evil-and-violence-directed-at-gay-men-across-sydney-20211021-p5924b.html,Sydney,-33.8698439,151.2082848,murder,gay,1987-1993,20211022T000000Z,"Between 1987 and 1993, up to 20 gay men were murdered across Sydney, many of which were dismissed as suicides or deaths by misadventure.",high,,,,
0,No issues,,,"In NYT , Nur Sajat alleges molest during Jais arrest , says officer told mum OK to sexually assault  man  | Malaysia",https://www.malaymail.com/news/malaysia/2021/10/20/in-nyt-nur-sajat-alleges-molest-during-jais-arrest-says-officer-told-mum-ok/2014804,Selangor,-27.4804241,153.0963916,assault,transgender,2021-10-20,20211020T143000Z,Transgender entrepreneur Nur Sajat Kamaruzzaman alleges that she was touched on her breasts and private parts while being arrested by Selangor authorities.,medium,Officer allegedly told Nur Sajat's mother it was okay to sexually assault her,,,
0,No issues,,,"Another Homophobic Attack In united kingdom , Victim Hit With Bottle For Holding Hands With Another Man",https://www.starobserver.com.au/news/another-homophobic-attack-in-uk-victim-hit-with-bottle-for-holding-hands-with-another-man/206367,Birmingham,-32.8927778,151.69,assault,gay,,20211014T120000Z,A 38-year-old man was attacked in Birmingham for holding hands with another man.,medium,,,,
0,No issues,,,Australian police arrest man for 1988 murder of gay American,https://www.metroweekly.com/2020/05/australian-police-arrest-man-1988-murder-gay-american/,"North Head, Manly, Sydney",-33.8131,151.2981,murder,gay,1988-XX-XX,20200513T223000Z,Australian police have arrested a man in connection with the 1988 murder of a gay American individual. The case is being investigated as a hate crime.,high,man arrested for the murder,,,
0,No issues,,,Scott Johnson : Police fault gay hate murder took 30 years to solve,https://www.pinknews.co.uk/2020/09/01/scott-johnson-gay-hate-murder-sydney-australia-investigation-coroner-jacqueline-milledge/,Manly,-33.7971937,151.2879845,murder,gay,,20200901T163000Z,The police have been faulted for taking 30 years to solve the gay hate murder of Scott Johnson in Manly.,high,,,,
0,No issues,,,Brother 30 - year fight to convince police Scott Johnson was the victim of a gay hate crime,https://www.dailymail.co.uk/news/article-8681839/Brothers-30-year-fight-convince-police-Scott-Johnson-victim-gay-hate-crime.html,"North Head, Manly",-33.8130902,151.2981105,assault,gay,,20200831T220000Z,"Brother's 30-year fight to convince police that Scott Johnson was the victim of a gay hate crime at North Head, Manly.",high,,,,
0,No issues,,,I was assaulted after Mardi Gras and I wasnt the only one,https://www.abc.net.au/news/2021-03-09/mark-reddie-victim-of-homophobic-attack-at-sydney-mardi-gras/13227070,"Oxford Street, Sydney",-33.8851063,151.2272996,assault,gay,,20210308T184500Z,"The victim was assaulted after Mardi Gras on Oxford Street in Sydney. A red car screeched to a halt next to the victim and their friends, and they were ambushed.",medium,,,,
0,No issues,,,A Gay Man Life Was Threatened So Aussies Painted His House Rainbow,https://www.outtraveler.com/news/2021/4/22/gay-mans-life-was-threatened-so-aussies-painted-his-house-rainbow,"Hobart, Tasmania",-42.8821,147.3272,threat,gay,2021-04-22,20210422T124500Z,"A gay man received death threats over plans to paint his house, prompting the local community to come together and paint it rainbow in support.",medium,,,,
0,No issues,,,Ian Roberts :  Brutal gay bashing upended my life  | Fraser Coast Chronicle,https://www.frasercoastchronicle.com.au/news/ian-roberts-how-brutal-gaybashing-upended-my-life/4238665/,Fraser Coast,-25.3416002,152.8006734,assault,gay,,20210415T134500Z,"Ian Roberts, a former rugby league player, revealed that a brutal gay bashing incident upended his life.",high,,,,
0,No issues,,,Australian man pleads guilty in 1988 murder of American man,https://www.ketv.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,"North Head, Manly, Sydney",-33.8131,151.2981,murder,gay,1988-XX-XX,20220114T220000Z,"Australian man pleads guilty to killing American man, a Harvard mathematician, in 1988 in a gay hate crime.",high,Australian man,,,
0,No issues,,,RuPaul Drag Race Down Under star Coco Jumbo saved a man from vicious Oxford Street gay bashing,https://www.dailymail.co.uk/tvshowbiz/article-9334339/RuPauls-Drag-Race-star-Coco-Jumbo-saved-man-vicious-Oxford-Street-gay-bashing.html,"Oxford Street, Darlinghurst",-33.8813047,151.218319,assault,gay,,20210307T020000Z,RuPaul Drag Race Down Under star Coco Jumbo intervened to save a man from a vicious gay bashing incident on Oxford Street in Darlinghurst.,high,,,,
0,No issues,,,National Socialist Network : Melbourne neo - Nazi group seen in Grampians uncovered,https://www.news.com.au/national/victoria/national-socialist-network-melbourne-neonazi-group-seen-in-grampians-uncovered/news-story/d6cee39c9d2b0d6e565cf7e339491a5a,Grampians,-36.718805,142.2209509,hate_speech,general_lgbtiq,,20210201T020000Z,"Melbourne neo-Nazi group National Socialist Network seen in Grampians uncovered, engaging in hate speech targeting the LGBTIQ+ community.",medium,National Socialist Network,,,
0,No issues,,,Raymond Keam : Police offer $1 million for information on gay hate murder,https://www.pinknews.co.uk/2021/06/02/raymond-keam-sydney-australia-gay-hate-crime-murder-reward/,Sydney,-33.8698439,151.2082848,murder,gay,,20210602T211500Z,"Police are offering a $1 million reward for information on the murder of Raymond Keam, a gay man who was killed in Sydney. The case is being investigated as a hate crime.",high,,,,
0,No issues,,,Nazi hikers claim theyve  suffered  ,https://www.cqnews.com.au/news/nazi-hikers-claim-theyve-suffered/4188930/,Grampians,-36.718805,142.2209509,hate_speech,general_lgbtiq,,20210201T021500Z,"A Melbourne neo-Nazi group, National Socialist Network, was seen in the Grampians spreading hate speech.",medium,"Melbourne neo-Nazi group, National Socialist Network",,,
0,No issues,,,Sam Newman mocks transgender community in lewd tirade,https://www.dailymail.co.uk/news/melbourne/article-9766811/Sam-Newman-mocks-transgender-community-lewd-tirade.html,Melbourne,-37.8136,144.9631,hate_speech,transgender,,20210708T021500Z,"Sam Newman mocked the transgender community in a lewd tirade, sparking controversy and backlash.",medium,Sam Newman,,,
0,No issues,,,Scott Johnson : Man accused of 1988 gay hate murder pleads not guilty,https://www.pinknews.co.uk/2021/01/28/scott-price-johnson-1988-sydney-australia-murder-not-guilty/,Sydney,-33.8698439,151.2082848,murder,gay,,20210128T194500Z,Man accused of 1988 gay hate murder pleads not guilty,high,Man accused of the murder,,,
0,No issues,,,Gay man trapped in Afghanistan says Taliban  hunting us and will enjoy killing u - World News,https://www.mirror.co.uk/news/world-news/gay-man-trapped-afghanistan-says-24854613,Afghanistan,-30.5160611,151.6652368,threat,gay,,20210827T161500Z,A gay man trapped in Afghanistan has reported that the Taliban is hunting LGBTQ+ individuals and threatening to kill them.,high,Taliban,,,
0,No issues,,,Hate crime charges added in gruesome Grindr attack on gay teen,https://www.nbcnews.com/feature/nbc-out/hate-crime-charges-added-gruesome-grindr-attack-gay-teen-n1256155,Grindr meetup in Sydney,-33.8688,151.2093,assault,gay,,20210129T174500Z,Hate crime charges were added in a gruesome attack on a gay teen during a Grindr meetup in Sydney. The victim suffered serious injuries in the assault.,high,,,,
0,No issues,,,Australian Police Make Arrest in 1988 Death of Gay American Man,https://www.voanews.com/east-asia-pacific/australian-police-make-arrest-1988-death-gay-american-man,"North Head, Manly, Sydney",-33.8131,151.2981,death,gay,1988-XX-XX,20200512T124500Z,Australian police have made an arrest in the 1988 death of a gay American man. The case is being investigated as a hate crime.,high,,,,
0,No issues,,,Police arrest suspect more than 30 years after American man death in Sydney,https://www.theglobeandmail.com/world/article-police-arrest-suspect-more-than-30-years-after-american-mans-death-in/,Sydney,-33.8698439,151.2082848,assault,gay,,20200512T173000Z,A 49-year-old man was charged with Scott Johnson’s death in an apparent gay hate crime that police believe was one of many over several years.,high,,,,
0,No issues,,,Australia : Men pretend to be gay to lure and rape woman,https://www.pinknews.co.uk/2021/08/13/straight-men-rape-woman-pretend-gay/,"Sydney, NSW",-33.8688,151.2093,assault,woman,,20210813T180000Z,Men pretended to be gay to lure and rape a woman,high,Men who pretended to be gay,,,
0,No issues,,,Australian arrested for homophobic killing of gay American after more than 30 years,https://news.yahoo.com/australian-arrested-homophobic-killing-gay-195724565.html,"North Head, Manly, Sydney",-33.8131,151.2981,killing,gay,,20200512T211500Z,An Australian man has been arrested for the homophobic killing of a gay American after more than 30 years. The incident highlights the ongoing issue of violence against the LGBTIQ+ community.,high,Australian man,,,
0,No issues,,,Trans Woman Mhelody Bruno Failed By Australia Justice System,https://junkee.com/mhelody-bruno-justice-system-investigation/291695,Wagga Wagga,-35.115,147.3677778,assault,transgender,2019-09-22,20210401T073000Z,"Trans woman Mhelody Bruno was tragically killed in Wagga Wagga, Australia. She was found dead in a unit and had suffered severe head injuries. The justice system failed to deliver justice for her death.",high,,,,
0,No issues,,,Calls to ban the Nazi swastika in Queensland after train vandalism,https://www.brisbanetimes.com.au/politics/queensland/calls-to-ban-the-nazi-swastika-in-queensland-after-train-vandalism-20210513-p57rk6.html,Brisbane,-27.4689623,153.0235009,vandalism,general_lgbtiq,,20210513T114500Z,A train carriage in Brisbane has been vandalised with a Nazi slogan amid claims anti-Semitism is rising in the community.,medium,,,,
0,No issues,,,Police Arrest Six Boys Over Gay Bashing Attacks In Melbourne,https://www.starobserver.com.au/news/police-arrest-six-boys-over-gay-bashing-attacks-in-melbourne/209703,"Ashwood, Melbourne",-37.8667,145.1022,assault,gay,,20220206T011500Z,Six boys aged between 14 and 19 were arrested for allegedly carrying out homophobic attacks on gay men after luring them on gay dating apps to parklands around the suburb of Ashwood in Melbourne.,high,,,,
0,No issues,,,Dark secret behind Sydney 23 gay hate murders as killer makes shock guilty plea,https://www.dailymail.co.uk/news/article-10400443/Dark-secret-Sydneys-23-gay-hate-murders-killer-makes-shock-guilty-plea.html,Sydney,-33.8698439,151.2082848,murder,gay,,20220114T143000Z,"The article discusses the dark secret behind 23 gay hate murders in Sydney, with a killer making a shock guilty plea.",high,Killer who made the guilty plea,,,
0,No issues,,,NSW inquiry into LGBTIQ hate crimes : Trans community  in the middle of a civil rights struggle  ,https://www.smh.com.au/national/nsw/in-the-middle-of-a-civil-rights-struggle-trans-community-s-call-to-arms-20221124-p5c0wr.html,"Sydney, NSW (inquiry)",-33.8688,151.2093,harassment,transgender,,20221124T094500Z,The NSW inquiry into LGBTIQ hate crimes highlights the struggles faced by the trans community in their civil rights fight.,medium,,,,
0,No issues,,,Man Charged With 1987 Sydney  Gay Hate  Murder Of Raymond Keam Granted Bail,https://www.starobserver.com.au/news/man-charged-with-1987-sydney-gay-hate-murder-of-raymond-keam-granted-bail/216269,Sydney Park,-33.9109497,151.1844447,murder,gay,1987-XX-XX,20220902T073000Z,"Stanley Early, a 76-year-old Melbourne man, was granted bail after being charged with the suspected 'gay hate' murder of Raymond Keam in Sydney Park in 1987.",high,Stanley Early,,,
0,No issues,,,"Three Men Sentenced Over Death Of Auctioneer Peter Keeley , Who Was Lured On Gay Dating App Grindr",https://www.starobserver.com.au/news/three-men-sentenced-over-death-of-auctioneer-peter-keeley-who-was-lured-on-gay-dating-app-grindr/217029,NSW South Coast,-31.9526029,152.5551274,assault,gay,2020-02-XX,20220930T083000Z,"Three young men were sentenced to prison for the aggravated kidnapping of 56-year-old real estate agent Peter Keeley, who was lured on the gay dating app Grindr. Keeley's body was found in bushlands on the NSW South Coast in February 2020.",high,,,,
0,No issues,,,Have You Been A Victim Or Witnessed A Gay Hate Crime In Sydney between 1970 - 2010 ? Inquiry Wants To Know,https://www.starobserver.com.au/news/have-you-been-a-victim-or-witnessed-a-gay-hate-crime-in-sydney-between-1970-2010-inquiry-wants-to-know/216360,Sydney,-33.8698439,151.2082848,assault,gay,,20220906T070000Z,A special Commission of inquiry into historic anti-gay and anti-trans hate crimes in NSW is seeking information on hate crimes that occurred in Sydney between 1970-2010.,medium,,,,
0,No issues,,,Anti - trans activists forced Edinburgh Rape Crisis Centre into lockdown,https://www.opendemocracy.net/en/5050/trans-scotland-mridul-wadhwa-for-women-scotland/,Edinburgh,-34.7191379,138.6350042,harassment,transgender,,20221020T094500Z,Anti-trans activists forced Edinburgh Rape Crisis Centre into lockdown due to harassment.,medium,Anti-trans activists,,,
0,No issues,,,Sydney real estate agent threatened by man after he abused his brother at a cafe with gay slurs,https://www.dailymail.co.uk/news/article-11287207/Sydney-real-estate-agent-threatened-man-abused-brother-cafe-gay-slurs.html,Sydney,-33.8698439,151.2082848,threat,gay,,20221006T144500Z,A Sydney real estate agent was threatened by a man after the man abused his brother with gay slurs at a cafe.,medium,,,,
0,No issues,,,"  Nagorik TV  brands BLiTZ editor as  Jew , calls for severely beating him",https://www.weeklyblitz.net/international/nagorik-tv-brands-blitz-editor-as-jew-calls-for-severely-beating-him/,Dhaka,-33.7019388,150.8932606,threat,general_lgbtiq,,20221029T191500Z,Nagorik TV branded BLiTZ editor as Jew and called for severely beating him in Dhaka.,high,,,,
0,No issues,,,Inquiry Into Suspected Gay Hate Crimes Begins in Australia,https://www.australianherald.com/news/273126667/inquiry-into-suspected-gay-hate-crimes-begins-in-australia,Darlinghurst,-33.8783381,151.219225,assault,gay,2022-01-15,20221121T114500Z,"An inquiry has begun into a suspected gay hate crime in Darlinghurst where a gay man was physically assaulted on January 15, 2022.",medium,,,,
0,No issues,,,Here Are The Stories Behind The Unsolved Deaths Of Gay Men And Trans Women In Sydney,https://www.starobserver.com.au/news/here-are-the-stories-behind-the-unsolved-deaths-of-gay-men-and-trans-women-in-sydney/218373,Sydney and NSW,-33.8678833,151.1815556,unsolved deaths,gay men and trans women,,20221117T120000Z,The Special Commission of Inquiry into unsolved anti-LGBTQI hate crime deaths in Sydney and NSW between 1970 and 2010 is scheduled to start hearing from witnesses.,high,,,,
0,No issues,,,Australian inquiry probes 40 years of gay hate killings,https://watermarkonline.com/2022/11/03/australian-inquiry-probes-40-years-of-gay-hate-killings/,"Sydney, NSW (inquiry)",-33.8688,151.2093,assault,gay,,20221103T230000Z,A government inquiry in New South Wales is investigating unsolved deaths resulting from gay hate crimes over four decades where police were indifferent to such violence.,high,not specified,,,
0,No issues,,,Commission investigates four decades of unsolved anti - gay killings in Australia,https://www.cbsnews.com/news/anti-gay-killing-hate-crime-australia-new-south-wales-investigation-unsolved/,"Sydney, NSW (inquiry)",-33.8688,151.2093,anti-gay killings,gay,,20221102T160000Z,A government probe in New South Wales is examining anti-gay hate crimes and deaths over 40 years.,high,,,,
0,No issues,,,  The last chance for truth : NSW LGBTQI+ hate crimes inquiry begins,https://www.sbs.com.au/news/article/as-nsws-lgbtiq-hate-crimes-inquiry-begins-some-say-it-may-be-the-last-chance-for-truth/mrddakczw,NSW LGBTQI+ hate crimes inquiry,-33.8688,151.2093,hate_speech,general_lgbtiq,,20221102T074500Z,"The NSW LGBTQI+ hate crimes inquiry has begun, providing a last chance for truth regarding past hate crimes against the LGBTQI+ community in New South Wales.",medium,,,,
0,No issues,,,Australia investigates hate crimes against LGBTI from 1970 to 2010,https://www.laprensalatina.com/australia-investigates-hate-crimes-against-lgbti-from-1970-to-2010/,Darlinghurst,-33.8783381,151.219225,assault,LGBTIQ+,,20221102T070000Z,Australia is investigating hate crimes against LGBTI individuals that occurred between 1970 and 2010 in Darlinghurst. The investigation aims to shed light on past incidents of violence and discrimination.,medium,unknown,,,
0,No issues,,,NSW inquiry into murders of LGBTQ+ people  may be the last chance for the truth  | New South Wales,https://www.theguardian.com/australia-news/2022/nov/02/nsw-inquiry-into-murders-of-lgbtq-people-may-be-the-last-chance-for-the-truth,"Sydney, NSW (inquiry)",-33.8688,151.2093,murder,LGBTQ+,,20221102T043000Z,Special commission of inquiry into hate crimes begins hearings after 88 men were killed between 1976 and 2000,high,,,,
0,No issues,,,Lesbians Targeted as  Fair Game  in Spate of Hate Crimes,https://www.advocate.com/crime/2022/11/28/lesbians-targeted-fair-game-spate-hate-crimes,Sydney,-33.8698439,151.2082848,harassment,lesbian,2022-11-28,20221128T233000Z,"Lesbians in Sydney have been targeted in a spate of hate crimes, with testimony heard by a commission investigating hate crimes against the LGBTQ+ community.",medium,,,,
0,No issues,,,Lack Of Resources Halted 2014 NSW Police Reinvestigation Into Sydney Anti - Gay Hate Crime Deaths,https://www.starobserver.com.au/news/lack-of-resources-halted-2014-nsw-police-reinvestigation-into-sydney-anti-gay-hate-crime-deaths/219226,Sydney,-33.8698439,151.2082848,hate crime,LGBTQI,2014-unknown,20221213T073000Z,A lack of resources halted a 2014 reinvestigation into around 88 unsolved suspected anti-LGBTQI hate crime deaths in Sydney.,high,,,,
0,No issues,,,Australian Man Convicted Over the 1988 Murder of Gay American,https://www.advocate.com/crime/2022/1/13/australian-man-convicted-over-1988-murder-gay-american-scott-johnson,bottom of a cliff,-33.8131,151.2981,murder,gay,1988-01-13,20220113T173000Z,"Australian man convicted over the 1988 murder of a gay American named Scott Johnson, whose remains were found at the bottom of a cliff. Police initially reported the death as a suicide before Johnson's brother campaigned for a more thorough investigation.",high,Australian man,,,
0,No issues,,,Gay Nightclub Shooter Charged With 305 Criminal Counts Including Murder And Hate Crimes,https://www.starobserver.com.au/news/gay-nightclub-shooter-charged-with-305-criminal-counts-including-murder-and-hate-crimes/219067,Club Q,-34.9317161,138.5993133,murder,general_lgbtiq,,20221208T101500Z,"22-year-old Anderson Lee Aldrich, the shooter at Club Q, has been charged with 305 criminal counts including murder and hate crimes after shooting dead five and injuring 19. If convicted, he faces life in prison.",high,Anderson Lee Aldrich,,,
0,No issues,,,Australian pleads guilty to killing gay American in 1988,https://watermarkonline.com/2023/02/24/australian-pleads-guilty-to-killing-gay-american-in-1988/,Sydney clifftop,-33.8688,151.2093,assault,gay,1988-XX-XX,20230224T191500Z,An Australian pleaded guilty to manslaughter in the death of an American who fell from a Sydney clifftop known as a gay meeting place in 1988.,high,,,,
0,No issues,,,Fundraiser Set Up For Two Trans Women Attacked In Melbourne,https://www.starobserver.com.au/news/national-news/fundraiser-set-up-for-two-trans-women-attacked-in-melbourne/222139,Melbourne,-37.8136,144.9631,assault,transgender,,20230224T031500Z,Two trans women were attacked at a dance party in Melbourne with transphobic slurs hurled at them. A fundraiser has been set up to support them.,medium,,,,
0,No issues,,,An Australian man pleads guilty to manslaughter in death of a gay American in 1988,https://www.wutc.org/2023-02-23/an-australian-man-pleads-guilty-to-manslaughter-in-death-of-a-gay-american-in-1988,"North Head, Manly, Sydney",-33.8131,151.2981,manslaughter,gay,1988-XX-XX,20230223T120000Z,An Australian man pleaded guilty to manslaughter in the death of a gay American in 1988. The incident involved the death of a gay individual and resulted in a manslaughter charge.,high,Australian man,,,
0,No issues,,,Scott Johnson : Man pleads guilty to killing gay student in 1988,https://www.thepinknews.com/2023/02/23/scott-johnson-death-man-pleads-guilty-1988-gay-killing-sydney-australia/,Manly,-33.7971937,151.2879845,killing,gay,1988-12-10,20230223T173000Z,"A man has pleaded guilty to killing a gay student, Scott Johnson, in 1988 by throwing him off a cliff in Manly. The case was initially ruled as suicide but later reopened as a potential hate crime.",high,Man who pleaded guilty,,,
0,No issues,,,Trans women bashed and robbed in Melbourne as Police investigate if it a  hate crime  ,https://www.dailymail.co.uk/news/article-11783781/Trans-women-bashed-robbed-Melbourne-Police-investigate-hate-crime.html,Melbourne CBD,-37.8136,144.9631,assault,transgender,,20230223T110000Z,"Two trans women were physically attacked, bashed, and robbed in Melbourne CBD. Police are investigating if it was a hate crime.",high,,,,
0,No issues,,,Antisemitism up 41 . 9 % in Australia in past two years,https://www.clevelandjewishnews.com/jns/antisemitism-up-41-9-in-australia-in-past-two-years/article_987562d5-76e1-577f-bf1d-a8d758ff9030.html,"Rookwood Cemetery, Sydney",-33.8762,151.0539,vandalism,general_lgbtiq,,20230210T214500Z,Jewish graves were vandalized with Nazi symbols in New South Wales,medium,,,,
0,No issues,,,NSW Police Failed To Arrest Suspect Who Murdered Sydney Gay Man In 1991,https://www.starobserver.com.au/news/nsw-police-failed-to-arrest-suspect-who-murdered-sydney-gay-man-in-1991/221143,Sydney,-33.8698439,151.2082848,murder,gay,1991-XX-XX,20230208T081500Z,NSW police failed to arrest a retired lecturer for the death of a Sydney gay man in 1991 as they believed the 77-year-old suspect was 'too old' to have been the murderer.,high,Retired lecturer,,,
0,No issues,,,Special Commission To Examine Seven Gay Hate Crime Deaths In NSW,https://www.starobserver.com.au/news/special-commission-to-examine-seven-gay-hate-crime-deaths-in-nsw/221095,Sydney,-33.8698439,151.2082848,murder,gay,,20230207T034500Z,"A special commission of inquiry is examining unsolved anti-LGBTQI hate crime deaths in Sydney between 1970 and 2010, focusing on the murders of seven gay men.",high,,,,
0,No issues,,,Homophobic Vandals Deface WorldPride Mural In Sydney CBD,https://www.starobserver.com.au/news/national-news/homophobic-vandals-deface-worldpride-mural-in-sydney-cbd/222085,"Wynyard station, Sydney CBD",-33.8659903,151.2058096,vandalism,general_lgbtiq,,20230223T081500Z,Homophobic vandals defaced a WorldPride mural near Wynyard station in Sydney's CBD.,medium,,,,
0,No issues,,,One Nation NSW leader Mark Latham blasted for  disgusting  homophobic tweet,https://www.9news.com.au/national/mark-latham-one-nation-homophobic-tweet-alex-greenwich-pauline-hanson-criticism/eef555a3-6e0d-49e4-9a63-98df08582d4a,"NSW Parliament, Sydney",-33.8678,151.2117,hate_speech,LGBTIQ+,,20230330T100000Z,One Nation NSW leader Mark Latham received backlash for a homophobic tweet deemed disgusting by many. The tweet targeted the LGBTIQ+ community.,low,Mark Latham,,,
0,No issues,,,Australia : Pro - Khalistan supporters vandalise Shree Laxmi Narayan Temple in Brisbane - Jammu Kashmir Latest News | Tourism,https://www.dailyexcelsior.com/australia-pro-khalistan-supporters-vandalise-shree-laxmi-narayan-temple-in-brisbane/,Brisbane,-27.4689623,153.0235009,vandalism,general_lgbtiq,,20230304T201500Z,Pro-Khalistan supporters vandalised the Shree Laxmi Narayan Temple in Brisbane. Temple President Satinder Shukla reported the incident to The Australia Today.,medium,Pro-Khalistan supporters,,,
0,No issues,,,The  Trans Vengeance  movement has led to a series of assaults : what next ? ,https://www.gopusa.com/the-trans-vengeance-movement-has-led-to-a-series-of-assaults-whats-next/,Newtown,-33.8961132,151.1801893,assault,transgender,,20230329T163000Z,"The Trans Vengeance movement has resulted in a series of assaults in Newtown. The victims were targeted due to their transgender identity, sparking concerns about safety in the area.",high,Members of the Trans Vengeance movement,,,
0,No issues,,,Hitler salute performed at Bavarian in Melbourne as group celebrate Nazi dictator birthday,https://www.dailymail.co.uk/news/article-12003843/Hitler-salute-performed-Bavarian-Melbourne-group-celebrate-Nazi-dictators-birthday.html,"Bavarian Bier Cafe, Melbourne CBD",-37.8136,144.9631,hate_speech,general_lgbtiq,,20230423T064500Z,"A group celebrated Hitler's birthday at Bavarian in Melbourne and performed a Hitler salute, promoting hate speech and glorifying a Nazi dictator.",medium,Group of individuals,,,
0,No issues,,,Man Admits To Kidnapping Gay Man To Murder And Dismember Him,https://www.starobserver.com.au/news/man-admits-to-kidnapping-gay-man-to-murder-and-dismember-him/217049,"Lafayette, Louisiana",-33.8688,151.2093,kidnapping|murder,gay,,20220930T160000Z,A 21-year-old man admitted to kidnapping a gay man with the intention of murdering and dismembering him as part of a scheme to target Grindr users. The perpetrator was a fan of American serial killer Jeffrey Dahmer.,high,21-year-old man,,,
0,No issues,,,"Canberra Man Arrested For Allegedly Drugging , Raping And Robbing Grindr Date",https://www.starobserver.com.au/news/canberra-man-arrested-for-drugging-raping-and-robbing-grindr-date/215348,Canberra,-35.2975906,149.1012676,assault,gay,,20220802T183000Z,A 22-year-old Canberra youth has been arrested and charged with drugging and sexually assaulting a man he met via the gay dating app Grindr.,high,,,,
0,No issues,,,"Serbian Church Bishop  Curse EuroPride , Calls For Armed Attacks On LGBT People",https://www.starobserver.com.au/news/serbian-church-bishop-curses-europride-calls-for-armed-attacks-on-lgbt-people/215776,Serbia,-33.8843013,151.2396657,threat,general_lgbtiq,,20220816T141500Z,A Serbian Orthodox church bishop has faced criticism for appearing to target the country's out gay Prime Minister and encouraging armed attacks on EuroPride 2022 participants.,high,Serbian Orthodox church bishop,,,
0,No issues,,,Far - Right Extremist Jail Term For Homophobic Abuse At Melbourne Church Reduced To 40 Days,https://www.starobserver.com.au/news/far-right-extremists-jail-term-for-homophobic-abuse-at-melbourne-church-reduced-to-40-days/216262,"Glen Waverley, Melbourne",-37.8689,145.1318,hate_speech,general_lgbtiq,,20220901T171500Z,Far-right extremist Neil Erikson hurled homophobic abuse at church-goers in a LGBTQI friendly church in Melbourne in 2019. His jail term was reduced to 40 days.,medium,"Neil Erikson, a 37-year-old far-right extremist",,,
0,No issues,,,Sydney man admits killing gay American mathematician in 1988,http://www.nydailynews.com/news/world/ny-sydney-man-admits-killing-gay-mathematician-scott-johnson-white-20220113-7adswa3ysrhjzb5ne5a3l5um6y-story.html,Sydney,-33.8698439,151.2082848,killing,gay,1988-XX-XX,20220113T164500Z,A Sydney man admitted to killing a gay American mathematician in 1988.,high,Sydney man,,,
0,No issues,,,Australian Man Convicted of Killing Gay American in 1980s,https://www.nytimes.com/2022/01/13/world/australia/scott-johnson-australia-gay-killing-confession.html,"North Head, Manly, Sydney",-33.8131,151.2981,killing,gay,1980s,20220113T124500Z,An Australian man was convicted of killing a gay American in the 1980s.,high,Australian man,,,
