title,url,source_date,incident_type,date,location,victim_identity,description,severity,perpetrator_info,latitude,longitude,year_found,found_at,search_query
"83 - WORLD Marriages in Brazil , chemsex , couple attacked , Gus Kenworthy - Gay Lesbian Bi Trans News Archive",http://www.windycitymediagroup.com/lgbt/WORLD-Marriages-in-Brazil-chemsex-couple-attacked-Gus-Kenworthy/67589.html,20191210T140000Z,assault,,Brazil,gay couple,A gay couple was attacked in Brazil,medium,Unknown,-15.8084346,-47.8741481,,2025-12-03T05:27:50.092773,"""transgender"" AND ""attacked"" AND Australia"
Serbian man bashed in homophobic incident forgives attackers,http://www.starobserver.com.au/news/serbian-man-bashed-in-homophobic-incident-forgives-attackers/189983,20191119T034500Z,assault,,Serbian man's home in Melbourne,gay,"A Serbian man was physically attacked in his home in Melbourne in a homophobic incident. Despite the assault, the victim has chosen to forgive his attackers.",medium,Attackers' identities not specified,,,,2025-12-03T05:28:17.798132,"""transgender"" AND ""attacked"" AND Australia"
Adelaide Man Who Knocked Out and Robbed Man For  Gay Advance  Jailed,https://www.starobserver.com.au/news/adelaide-man-who-knocked-out-and-robbed-man-for-gay-advance-jailed/206562,20211024T101500Z,assault,,Adelaide,gay,An Adelaide man was knocked out and robbed by another man after making a gay advance. The perpetrator has been jailed for the assault.,medium,The perpetrator was a man who targeted the victim based on his sexual orientation.,-34.9281805,138.5999312,,2025-12-03T05:31:43.267737,"""transgender"" AND ""attacked"" AND Australia"
Beaten and handcuffed for wearing a woman outfit,http://www.msn.com/en-nz/news/world/beaten-and-handcuffed-for-wearing-a-woman-s-outfit/ar-AAQSrCZ,20211119T020000Z,assault,,Sydney CBD,transgender,A transgender individual was physically assaulted and handcuffed by unknown perpetrators in Sydney CBD for wearing a woman outfit.,high,Perpetrators are currently unknown.,-33.8747234,151.2053644,,2025-12-03T05:36:28.959954,"""transgender"" AND ""assaulted"" AND Australia"
NSW Police Officer Jailed For Assaulting Sydney Trans Woman Anya Bradford,https://www.starobserver.com.au/news/nsw-police-officer-jailed-for-assaulting-sydney-trans-woman-anya-bradford/206629,20211028T051500Z,assault,,Sydney,transgender,A NSW Police officer was jailed for assaulting Sydney trans woman Anya Bradford.,high,NSW Police officer,-33.8698439,151.2082848,,2025-12-03T05:36:42.144692,"""transgender"" AND ""assaulted"" AND Australia"
Trans woman flees Malaysia after wearing hijab and being  assaulted  by police,https://english.alaraby.co.uk/news/trans-woman-flees-malaysia-after-charge-wearing-hijab,20211022T174500Z,assault,,Malaysia,transgender,A trans woman in Malaysia fled the country after being assaulted by police for wearing a hijab.,high,police officers,-33.7965262,151.1841604,,2025-12-03T05:36:49.950512,"""transgender"" AND ""assaulted"" AND Australia"
Trans businesswoman flees home after being  attacked by religious police  ,https://www.gaytimes.co.uk/life/trans-businesswoman-flees-home-after-being-attacked-by-religious-police/,20211125T153000Z,assault,,Sydney CBD,transgender,"A trans businesswoman was attacked by religious police, forcing her to flee her home in Sydney CBD.",high,Religious police,-33.8747234,151.2053644,,2025-12-03T05:42:14.254814,"""transgender"" AND ""beaten"" AND Australia"
Community in mourning after sistergirl stabbed to death,https://www.katherinetimes.com.au/story/8785653/community-in-mourning-after-sistergirl-stabbed-to-death/?cs=1459,20241008T100000Z,murder,,specific location,sistergirl,"A sistergirl was stabbed to death, leading to the community mourning the loss.",critical,unknown,,,,2025-12-03T05:45:56.167492,"""transgender"" AND ""stabbed"" AND Australia"
Over 100 attend vigil for murdered trans tourist Mhelody Bruno,http://www.starobserver.com.au/news/national-news/new-south-wales-news/over-100-attend-vigil-for-murdered-trans-tourist-mhelody-bruno/187872,20191007T113000Z,murder,,Riverina region,transgender,"Over 100 people attended a vigil for Mhelody Bruno, a transgender tourist who was murdered in the Riverina region. The community gathered to mourn her tragic death.",critical,unknown,-27.0939096,152.9317271,,2025-12-03T05:47:30.599188,"""transgender"" AND ""murdered"" AND Australia"
Monday vigils for murdered trans woman Mhelody Polan Bruno,http://www.starobserver.com.au/news/national-news/new-south-wales-news/monday-vigils-for-murdered-trans-woman-mhelody-polan-bruno/187735,20191005T100000Z,murder,,Riverina region,transgender,"Vigils are being held for Mhelody Polan Bruno, a transgender woman who was murdered in the Riverina region. The community is coming together to mourn her tragic death.",critical,unknown,-27.0939096,152.9317271,,2025-12-03T05:47:34.052308,"""transgender"" AND ""murdered"" AND Australia"
"Gang Targeting Gay Men In Roofie Attacks In New York , Two Dead : Report",https://www.starobserver.com.au/news/gang-targeting-gay-men-in-roofie-attacks-in-new-york-two-dead/218249,20221114T024500Z,murder,,New York,gay,"A gang in New York is targeting gay men in roofie attacks, resulting in two deaths. The victims were specifically targeted because of their sexual orientation.",critical,Unknown,41.480168,-74.7754035,,2025-12-03T05:49:05.391570,"""transgender"" AND ""murdered"" AND Australia"
Two men hospitalised after alleged homophobic attack on night out,https://www.dailyrecord.co.uk/news/crime/two-men-hospitalised-after-alleged-25490358,20211118T154500Z,assault,,unknown,gay,Two men were hospitalized after an alleged homophobic attack during a night out. The victims were targeted based on their sexual orientation.,medium,Perpetrators of the attack have not been identified.,,,,2025-12-03T05:52:19.391868,"(LGBTIQ OR gay OR lesbian OR transgender) AND (attack OR assault OR violence) AND ""Oxford Street"""
University lecturer and friend claim they were beaten up by men who used homophobic slurs in city centre,https://www.walesonline.co.uk/news/wales-news/swansea-homophobic-assault-wind-street-22197642,20211117T230000Z,assault,,city centre,unknown,A university lecturer and their friend were reportedly beaten up by men who used homophobic slurs in the city centre. The victims claim they were targeted because of their sexual orientation.,medium,Men who used homophobic slurs,-33.8708252,151.2080337,,2025-12-03T05:52:24.659859,"(LGBTIQ OR gay OR lesbian OR transgender) AND (attack OR assault OR violence) AND ""Oxford Street"""
LGBTIQ rights : inquiry into gay hate crimes told of brutal attacks,https://www.brisbanetimes.com.au/national/nsw/just-another-night-in-the-life-of-a-gay-man-inquiry-into-hate-crimes-told-of-brutal-attacks-20221121-p5bzw5.html,20221121T051500Z,assault,,Sydney,gay,The inquiry into gay hate crimes heard testimonies of brutal physical attacks targeting members of the LGBTIQ community in Sydney.,high,Perpetrators of these attacks were described as individuals motivated by homophobia.,-33.8698439,151.2082848,,2025-12-03T05:54:19.299511,"(LGBTIQ OR gay OR lesbian OR transgender) AND (attack OR assault OR violence) AND ""Oxford Street"""
Bondi Badlands podcast : Former NSW Poliice officer recalls horror years of homophobic violence,https://www.theage.com.au/national/gay-bashings-homophobia-former-cop-recalls-horror-years-in-nsw-police-force-20211029-p594d0.html,20211029T190000Z,assault,,Bondi Beach,gay,"A former NSW Police officer recalls the horror years of homophobic violence in Bondi Beach, including physical assaults targeting gay individuals.",high,unknown,-33.8906977,151.2724119,,2025-12-03T05:56:05.864519,"(LGBTIQ OR gay OR lesbian OR transgender) AND (attack OR assault OR violence) AND ""Darlinghurst"""
Euskirchen : Staatsschutz ermittelt nach Attacken auf queeren Verein,https://www.rundschau-online.de:443/region/euskirchen-eifel/euskirchen/euskirchen-staatsschutz-ermittelt-nach-attacken-auf-queeren-verein-1161583,20251202T073000Z,vandalism,,Euskirchen,queer,The State Protection investigates after attacks on a queer association in Euskirchen.,medium,Unknown perpetrators targeted the queer association with acts of vandalism.,,,,2025-12-03T06:20:53.294292,"(LGBTIQ OR gay OR lesbian OR transgender) AND (attack OR assault OR violence) AND ""Chapel Street"""
"Victorian MP Trans Daughter Attacked Over Pandemic Bill , Hospitalised",https://www.starobserver.com.au/news/victorian-mps-trans-daughter-attacked-over-pandemic-bill-hospitalised/207059,20211119T074500Z,assault,,Victorian suburb (specific location not provided),transgender,"A Victorian MP's transgender daughter was attacked following a debate over a pandemic bill, resulting in her hospitalization. The motive behind the attack is believed to be related to her gender identity.",medium,Unknown,,,,2025-12-03T06:22:08.415925,"(LGBTIQ OR gay OR lesbian OR transgender) AND (attack OR assault OR violence) AND ""Fitzroy"""
Daniel Andrews pandemic laws : Andy Meddick MP daughter is attacked in the street in Melbourne,https://www.dailymail.co.uk/news/article-10219933/Daniel-Andrews-pandemic-laws-Andy-Meddick-MPs-daughter-attacked-street-Melbourne.html,20211119T043000Z,assault,,Melbourne,unknown,"The daughter of Andy Meddick MP was attacked in the street in Melbourne, possibly related to Daniel Andrews pandemic laws.",medium,Perpetrator information not provided,-37.8142454,144.9631732,,2025-12-03T06:22:12.711686,"(LGBTIQ OR gay OR lesbian OR transgender) AND (attack OR assault OR violence) AND ""Fitzroy"""
The night Samuel Beckett was nearly stabbed to death by a pimp,https://www.independent.co.uk/arts-entertainment/books/features/samuel-beckett-stabbing-death-anniversary-suzanne-dechevaux-dumesnil-a9244221.html,20191222T083000Z,assault,,"Kings Cross, Sydney",gay,"The article describes an incident where Samuel Beckett, a gay man, was nearly stabbed to death by a pimp in Kings Cross, Sydney.",high,The perpetrator was identified as a pimp.,-33.8744874,151.2222308,,2025-12-03T06:25:32.404304,"(LGBTIQ OR gay OR lesbian OR transgender) AND (attack OR assault OR violence) AND ""West End"""
Gay couple attacked by masked gang in terrifying Bury street robbery,https://www.pinknews.co.uk/2021/11/26/gay-ryan-winnard-max-green-homophobia-hate-crime-bury/,20211126T114500Z,assault,,Bury,gay,A gay couple was attacked by a masked gang in a terrifying street robbery in Bury.,high,masked gang,-33.8535129,150.9908248,,2025-12-03T06:31:11.042431,"(LGBTIQ OR gay OR lesbian OR transgender) AND (attack OR assault OR violence) AND ""West End"""
Belfast gay man hospitalised after suspected homophobic attack,https://gcn.ie/belfast-gay-man-hospitalised-homophobic-attack/,20191210T173000Z,assault,,Belfast,gay,A gay man in Belfast was hospitalized after a suspected homophobic attack.,medium,Perpetrator information not provided,-21.6391592,142.1340705,,2025-12-03T06:42:27.660443,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Victoria"""
Belfast man hospitalised after  homophobe see him kissing a man in a bar,https://www.pinknews.co.uk/2019/12/10/belfast-homophobic-attack-head-injuries-kissing-hospitalised/,20191210T164500Z,assault,,Belfast,gay,A Belfast man was hospitalized after being attacked by a homophobe who saw him kissing another man in a bar. The victim suffered injuries as a result of the assault.,medium,Homophobe who witnessed the victim kissing another man,-21.6391592,142.1340705,,2025-12-03T06:42:31.176962,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Victoria"""
Anthony Crumbley : Gay Black man stabbed because he  dresses femme  ,https://www.pinknews.co.uk/2020/12/31/boston-gay-man-anthony-crumbley-stabbing-police-hate-crime/,20201231T194500Z,assault,,Sydney CBD,gay,"Anthony Crumbley, a gay Black man, was stabbed in Sydney CBD because he dresses femme. The attack was motivated by his sexual orientation and gender expression.",high,Perpetrator's identity unknown,-33.8747234,151.2053644,,2025-12-03T06:44:38.489222,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Victoria"""
"Gay Writer And Disability Activist Thomas Banks Assaulted , Robbed In Melbourne",https://www.starobserver.com.au/news/gay-writer-and-disability-activist-thomas-banks-assaulted-robbed-in-melbourne/207528,20211202T113000Z,assault,,Melbourne,gay,Gay writer and disability activist Thomas Banks was assaulted and robbed in Melbourne.,medium,Perpetrators are unknown at this time.,-37.8142454,144.9631732,,2025-12-03T06:51:29.935656,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Victoria"""
Christian realtor found guilty of  hate speech  for Bible verses,https://www.christianpost.com/news/christian-realtor-found-guilty-of-hate-speech-for-bible-verses.html,20241221T190000Z,hate_speech,,Australia,general_lgbtiq,A Christian realtor was found guilty of hate speech for using Bible verses,low,Christian realtor,,,,2025-12-03T07:06:04.486486,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Victoria"""
"Tributes Pour In For Gay Man Who Died In Vicious Melbourne CBD Attack , Andrew Truman",https://www.starobserver.com.au/news/tributes-pour-in-for-gay-man-who-died-in-vicious-melbourne-cbd-attack-andrew-truman/233395,20241014T123000Z,murder,,Melbourne CBD,gay,Tributes are pouring in for a gay man who died in a vicious attack in Melbourne CBD. The man was a victim of a fatal assault.,critical,unknown,-37.8141705,144.9655616,,2025-12-03T07:10:36.717413,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Victoria"""
Comedian Rosie Jones attacked in vile  ableist and homophobic  assault,https://www.mirror.co.uk/3am/celebrity-news/comedian-rosie-jones-attacked-vile-36021813,20251006T153000Z,assault,,unknown,LGBTIQ+,Comedian Rosie Jones was attacked in a vile ableist and homophobic assault.,medium,Perpetrators of the assault are unknown.,,,,2025-12-03T07:14:42.545810,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Victoria"""
Queensland police investigate assault on transgender person,https://www.outinperth.com/queensland-police-investigate-assault-on-transgender-person/,20251104T014500Z,assault,,Queensland,transgender,Queensland police are investigating an assault on a transgender person. The details of the incident have not been disclosed.,medium,unknown,-22.1646782,144.5844903,,2025-12-03T07:28:27.615849,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Queensland"""
Perth Mayor Basil Zempilas has home vandalised after transgender comments,https://www.dailymail.co.uk/news/article-8902085/Perth-Mayor-Basil-Zempilas-home-vandalised-transgender-comments.html,20201101T130000Z,vandalism,,Perth,unknown,Perth Mayor Basil Zempilas had his home vandalised after making controversial comments about transgender individuals.,medium,Perpetrators unknown,-31.9558967,115.8605784,,2025-12-03T07:29:44.180966,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Western Australia"""
Comedy group office petrol bombed after outcry over Netflix film depicting Jesus as gay,https://www.independent.co.uk/news/world/americas/porto-dos-fundos-netflix-comedy-jesus-brazil-molotov-cocktail-first-temptation-of-christ-a9260216.html,20191226T004500Z,vandalism,,Melbourne,unknown,A comedy group office in Melbourne was petrol bombed following an outcry over a Netflix film depicting Jesus as gay. The incident is believed to be in response to the controversial film.,medium,Perpetrators have not been identified,-37.8142454,144.9631732,,2025-12-03T11:14:47.597090,(gay sauna OR gay venue) AND (attack OR assault) AND Australia
Drag Event In Melbourne Postponed After Protests Threats From Neo - Nazis,https://www.starobserver.com.au/news/drag-event-in-melbourne-postponed-after-protests-threats-from-neo-nazis/219103,20221208T050000Z,threat,,Melbourne,LGBTIQ+,"A drag event in Melbourne was postponed due to threats from Neo-Nazis, causing safety concerns for the LGBTIQ+ community.",medium,Neo-Nazis,-37.8142454,144.9631732,,2025-12-04T01:41:59.898670,(restraining order OR AVO) AND (homophobic OR harassment) AND Australia
Dentist created fake online accounts in  sustained campaign of terror  to  destroy  ex,https://www.sundayworld.com/crime/courts/dentist-created-fake-online-accounts-in-sustained-campaign-of-terror-to-destroy-ex/a1634805574.html,20251121T001500Z,harassment,,unknown,unknown,A dentist engaged in a sustained campaign of terror by creating fake online accounts to destroy their ex-partner.,medium,Dentist,,,,2025-12-04T04:02:16.619572,(restraining order OR AVO) AND (homophobic OR harassment) AND Australia
"Man says gay people deserve death , escapes hate speech charges",https://www.thepinknews.com/2022/12/06/new-zealand-pastor-sexual-orientation-hate-speech-logan-robertson/,20221207T174500Z,hate_speech,,unknown,gay,A man made a statement saying gay people deserve death but escaped hate speech charges.,low,Man who made the statement,,,,2025-12-04T04:49:56.064042,"""hate speech"" AND (gay OR LGBTIQ OR transgender) AND Australia"
Melbourne Neo - Nazis Target Drag Performer At Family - Friendly Youth Fest,https://www.starobserver.com.au/news/melbourne-neo-nazis-target-drag-performer-at-family-friendly-youth-fest/217074,20221003T080000Z,harassment,,Melbourne,drag performer,"A drag performer was targeted by Melbourne Neo-Nazis at a family-friendly youth festival, facing harassment and intimidation.",medium,Melbourne Neo-Nazis,-37.8142454,144.9631732,,2025-12-04T05:08:12.349855,"""hate speech"" AND (gay OR LGBTIQ OR transgender) AND Australia"
200 grapevines uprooted in alleged hate crime in Jordan Valley settlement,https://www.timesofisrael.com/liveblog_entry/200-grapevines-uprooted-in-alleged-hate-crime-in-jordan-valley-settlement/,20190121T090000Z,vandalism,,Jordan Valley settlement,unknown,200 grapevines were uprooted in an alleged hate crime incident in the Jordan Valley settlement.,medium,,,,,,
Melbourne : Amokfahrer stach zuvor auf schwulen Bruder ein,https://www.queer.de/detail.php?article_id=28044,20190121T011500Z,assault,,Melbourne,gay,"The 26-year-old Dimitrious Gargasoulas, who killed five people on Friday, had previously critically injured his brother: 'I will kill all gays.'",high,,-37.8142454,144.9631732,,,
Egypt sentences TV host to jail over gay interview,https://www.timesofisrael.com/liveblog_entry/egypt-sentences-tv-host-to-jail-over-gay-interview/,20190120T204500Z,other,,Egypt,gay,Egypt sentences TV host to jail over gay interview,medium,TV host,-27.676714,152.0984109,,,
Dalston attack : Nine sentenced after people  sprayed with noxious substance  near London gay club,https://www.independent.co.uk/news/uk/crime/dalston-attack-london-gay-club-gang-superstore-violence-gbh-a8735361.html,20190118T223000Z,assault,2019-01-18,"Dalston, London",gay,Nine individuals were sentenced after spraying people with a noxious substance near a London gay club. The group also shouted homophobic abuse at the victims.,high,,,,,,
Amnesty calls for Mathias Cormann to condemn Chechnya anti - gay purge,http://www.starobserver.com.au/news/international-news-news/amnesty-calls-for-mathias-cormann-to-condemn-chechnyas-anti-gay-purge/175454,20190118T073000Z,anti-LGBTI violence,,Chechnya,LGBTI,Amnesty International is calling for Mathias Cormann to condemn the resurgence of anti-LGBTI violence in Chechnya during the World Economic Forum in Davos.,high,,,,,,
Together » Blog Archive » Australian neo - Nazis deface elderly care facility housing Holocaust survivors,http://amgathering.org/2019/01/15110/australian-neo-nazis-deface-elderly-care-facility-housing-holocaust-survivors/,20190115T211500Z,vandalism,,elderly care facility housing Holocaust survivors,general_lgbtiq,"Australian neo-Nazis defaced an elderly care facility housing Holocaust survivors, targeting the vulnerable residents with hateful graffiti.",medium,Australian neo-Nazis,,,,,
Hero saved female paramedic from being attacked in Melbourne by Rainbow Serpent festivalgoer,https://www.dailymail.co.uk/news/article-6651525/Hero-saved-female-paramedic-attacked-Melbourne-Rainbow-Serpent-festivalgoer.html,20190131T054500Z,assault,,"Rainbow Serpent festival, Lexton",female paramedic,"A female paramedic was saved from being attacked by a festivalgoer at the Rainbow Serpent festival in Lexton, Melbourne. The festivalgoer was subdued by a hero before causing harm to the paramedic.",medium,Rainbow Serpent festivalgoer,,,,,
Paramedic horrifically bashed after treating man suspected of coming back from Rainbow Serpent,https://www.dailymail.co.uk/news/article-6650375/Paramedic-horrifically-bashed-treating-man-suspected-coming-Rainbow-Serpent.html,20190130T234500Z,assault,,Melbourne CBD,unknown,A paramedic was horrifically bashed after treating a man suspected of coming back from Rainbow Serpent festival in Melbourne CBD.,high,,-37.8141705,144.9655616,,,
Ποινικές διώξεις σε δύο άτομα για τον ξυλοδαρμό του Τζήλου,http://athina984.gr/wp-site/2019/01/29/poinikes-dioxeis-se-dyo-atoma-gia-ton-xylodarmo-toy-tziloy/,20190129T110000Z,assault,,Αθήνα,general_lgbtiq,Two individuals are facing criminal charges for the assault of Tzilos in Athens.,medium,,-35.3459329,149.1534339,,,
Lismore rainbow crossing vandalised with biblical message during LGBTI festival,http://www.starobserver.com.au/news/national-news/new-south-wales-news/lismore-rainbow-crossing-vandalised-with-biblical-message-during-lgbti-festival/174807,20190102T054500Z,vandalism,,Lismore,general_lgbtiq,A recently unveiled rainbow crossing in Lismore was vandalised with biblical graffiti during an LGBTI festival.,low,,-28.8077608,153.2791883,,,
Bible message scrawled across new rainbow walkway,https://www.coffscoastadvocate.com.au/news/mayor-hits-back-at-message-on-new-rainbow-walkway/3612766/,20190102T003000Z,vandalism,,rainbow walkway,general_lgbtiq,"A Bible message was scrawled across a new rainbow walkway, potentially targeting the LGBTIQ+ community.",low,,,,,,
Bible message scrawled across new rainbow walkway,https://www.northernstar.com.au/news/mayor-hits-back-at-message-on-new-rainbow-walkway/3612766/,20190101T230000Z,vandalism,,rainbow walkway,general_lgbtiq,"A Bible message was scrawled across a new rainbow walkway, potentially targeting the LGBTIQ+ community.",low,,,,,,
Rainbow crossing vandalized with Bible scripture,https://www.gaystarnews.com/article/rainbow-crossing-vandalized-with-bible-scripture/,20190101T171500Z,vandalism,,Rainbow crossing,general_lgbtiq,A rainbow crossing was vandalized with Bible scripture,low,,-33.8811873,151.216626,,,
Man admits painting  no black graffiti on family front door in Salford,https://www.independent.co.uk/news/uk/crime/racist-grafitti-salford-suspect-charged-police-manchester-vaughan-dowd-a8789546.html,20190221T160000Z,vandalism,2019-02-21,Salford,unknown,"Vaughan Dowd admitted to spraying racist graffiti 'no blacks' on the front door of a family in Salford, targeting a 10-year-old boy and his father.",medium,Vaughan Dowd,-37.8546533,145.2279849,,,
Man charged over  no black graffiti on family front door in Salford,https://www.independent.co.uk/news/uk/crime/racist-grafitti-salford-suspect-charged-police-manchester-vaughan-dowd-jackson-yamba-a8789546.html,20190221T110000Z,vandalism,2019-02-21,Salford,unknown,Vaughan Dowd sprayed racist message on the home of a 10-year-old boy and his father in Salford.,medium,Vaughan Dowd,-37.8546533,145.2279849,,,
Imprisoned Hizbutnik Ismail Al - Wahwah Says  Jews Are  The Most Evil Creatures Of Allah  ,http://sheikyermami.com/2019/02/imprisoned-hizbutnik-ismail-al-wahwah-says-jews-are-the-most-evil-creatures-of-allah/,20190219T103000Z,hate_speech,,Sydney,general_lgbtiq,"Ismail Al-Wahwah, a Hizbut Tahrir member imprisoned for hate speech, made derogatory remarks about Jews being the most evil creatures of Allah.",medium,Ismail Al-Wahwah,-33.8698439,151.2082848,,,
The two brothers arrested in connection with the alleged attack on  Empire  star Jussie Smollett have been released without charge - 19 - Feb - 2019,"https://home.nzcity.co.nz/news/article.aspx?id=285026&fm=psp,tst",20190218T211500Z,assault,2019-02-18,Chicago,unknown,Two brothers were arrested in connection with the alleged attack on 'Empire' star Jussie Smollett in Chicago. The 36-year-old actor required hospital treatment after a suspected racist and homophobic attack.,high,Two brothers,-33.7598838,150.9090178,,,
Two brothers have been arrested in connection with the alleged attack on  Empire  star Jussie Smollett - 18 - Feb - 2019,"https://home.nzcity.co.nz/news/article.aspx?id=285016&fm=psp,tst",20190218T081500Z,assault,2019-02-18,Chicago,unknown,Two brothers have been arrested in connection with the alleged attack on 'Empire' star Jussie Smollett in Chicago. The 36-year-old actor required hospital treatment after a suspected racist and homophobic attack last month.,high,Two brothers,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,http://www.stlamerican.com/entertainment/living_it/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_bcb1fece-47dd-5f93-b127-c78ae2a0532e.html,20190216T101500Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago. The attack was reported as a hate crime targeting Smollett's sexual orientation.,high,Brothers allegedly involved in the attack,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,https://www.northcentralpa.com/lifestyles/entertainment/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_02dd0af9-d9b0-52c7-b7a9-397514934227.html,20190216T081500Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago. The incident involved physical assault and is being investigated as a hate crime.,high,Brothers,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,http://www.hiawathaworldonline.com/news/entertainment/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_3cf4a6f4-8e97-5115-b993-18e25f89e6e4.html,20190216T074500Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago. The incident involved physical assault and is being investigated as a hate crime.,high,Brothers,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,https://www.nbcrightnow.com/lifestyles/entertainment/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_ce922e66-b6c4-5686-a9f7-9b7fd1c8b798.html,20190216T073000Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago. The attack was reported as a hate crime targeting Smollett's sexual orientation.,high,Brothers allegedly involved in the attack,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,https://www.shorelinemedia.net/lifestyle/entertainment/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_751f14b1-404c-5218-8652-f32929388f8b.html,20190216T073000Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago. The incident involved physical assault and is being investigated as a hate crime.,high,Brothers allegedly involved in the attack,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,http://kokomoperspective.com/lifestyles/entertainment/celebrities/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_76775a0f-3147-5bfa-b6e0-d617f1e2c8fe.html,20190216T073000Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago. The incident involved physical assault and is being investigated as a hate crime.,high,Brothers,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,https://www.morningjournal.com/entertainment/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_8cce3d3b-28d8-529f-be89-1d4f542b9df9.html,20190216T073000Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago. The attack was reported as a hate crime targeting Smollett's sexual orientation.,high,Brothers allegedly involved in the attack,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,https://www.khq.com/lifestyles/entertainment/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_9e4657fc-ecb7-57a5-865c-3fbb7eefa033.html,20190216T071500Z,assault,,Chicago,gay,Brothers were arrested for allegedly attacking actor Jussie Smollett in Chicago. The incident involved physical assault and is being investigated as a hate crime.,high,Brothers,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,https://www.wdel.com/lifestyles/entertainment/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_b8f5edb1-d501-5057-b04c-63ff4e696550.html,20190216T071500Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago. The incident involved physical assault and is being investigated as a hate crime.,high,Brothers,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,https://www.bensonnews-sun.com/national/entertainment/article_17a649b3-01eb-56bd-9a59-5c64f1684668.html,20190216T064500Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago. The attack was reported as a hate crime targeting Smollett's sexual orientation.,high,Brothers allegedly involved in the attack,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,https://www.phoenixvillenews.com/arts_and_entertainment/entertainment/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_809b39c2-afc2-5455-a1e4-9e280073a46f.html,20190216T064500Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago.,high,Brothers,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,http://www.dailystarjournal.com/entertainment/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_c9eb59eb-7936-5ac7-87f4-c9ffd761be90.html,20190216T064500Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago. The incident involved physical assault and is being investigated as a hate crime.,high,Brothers,-33.7598838,150.9090178,,,
Brothers arrested over alleged attack on Jussie Smollett,https://www.myleaderpaper.com/lifestyles/entertainment/brothers-arrested-over-alleged-attack-on-jussie-smollett/article_277a7a19-72f6-5347-b125-b2586d56da24.html,20190216T063000Z,assault,,Chicago,gay,Brothers arrested for allegedly attacking actor Jussie Smollett in Chicago. The attack was reported as a hate crime targeting Smollett's sexual orientation.,high,Brothers allegedly involved in the attack,-33.7598838,150.9090178,,,
