title,url,source_date,incident_type,date,location,victim_identity,description,severity,perpetrator_info,latitude,longitude,year_found,found_at,search_query
Christian realtor found guilty of  hate speech  for Bible verses,https://www.christianpost.com/news/christian-realtor-found-guilty-of-hate-speech-for-bible-verses.html,20241221T190000Z,hate_speech,,Australia,general_lgbtiq,A Christian realtor was found guilty of hate speech for using Bible verses,low,Christian realtor,-24.7761086,134.755,,2025-12-03T07:06:04.486486,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Victoria"""
"Tributes Pour In For Gay Man Who Died In Vicious Melbourne CBD Attack , Andrew Truman",https://www.starobserver.com.au/news/tributes-pour-in-for-gay-man-who-died-in-vicious-melbourne-cbd-attack-andrew-truman/233395,20241014T123000Z,murder,,Melbourne CBD,gay,Tributes are pouring in for a gay man who died in a vicious attack in Melbourne CBD. The man was a victim of a fatal assault.,critical,unknown,-37.8141705,144.9655616,,2025-12-03T07:10:36.717413,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Victoria"""
Comedian Rosie Jones attacked in vile  ableist and homophobic  assault,https://www.mirror.co.uk/3am/celebrity-news/comedian-rosie-jones-attacked-vile-36021813,20251006T153000Z,assault,,unknown,LGBTIQ+,Comedian Rosie Jones was attacked in a vile ableist and homophobic assault.,medium,Perpetrators of the assault are unknown.,-36.9432611,145.9277185,,2025-12-03T07:14:42.545810,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Victoria"""
Queensland police investigate assault on transgender person,https://www.outinperth.com/queensland-police-investigate-assault-on-transgender-person/,20251104T014500Z,assault,,Queensland,transgender,Queensland police are investigating an assault on a transgender person. The details of the incident have not been disclosed.,medium,unknown,-22.1646782,144.5844903,,2025-12-03T07:28:27.615849,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Queensland"""
Perth Mayor Basil Zempilas has home vandalised after transgender comments,https://www.dailymail.co.uk/news/article-8902085/Perth-Mayor-Basil-Zempilas-home-vandalised-transgender-comments.html,20201101T130000Z,vandalism,,Perth,unknown,Perth Mayor Basil Zempilas had his home vandalised after making controversial comments about transgender individuals.,medium,Perpetrators unknown,-31.9558967,115.8605784,,2025-12-03T07:29:44.180966,"(LGBTIQ OR LGBT OR gay OR transgender) AND (hate crime OR attack OR assault) AND ""Western Australia"""
Comedy group office petrol bombed after outcry over Netflix film depicting Jesus as gay,https://www.independent.co.uk/news/world/americas/porto-dos-fundos-netflix-comedy-jesus-brazil-molotov-cocktail-first-temptation-of-christ-a9260216.html,20191226T004500Z,vandalism,,Melbourne,unknown,A comedy group office in Melbourne was petrol bombed following an outcry over a Netflix film depicting Jesus as gay. The incident is believed to be in response to the controversial film.,medium,Perpetrators have not been identified,-37.8142454,144.9631732,,2025-12-03T11:14:47.597090,(gay sauna OR gay venue) AND (attack OR assault) AND Australia
Drag Event In Melbourne Postponed After Protests Threats From Neo - Nazis,https://www.starobserver.com.au/news/drag-event-in-melbourne-postponed-after-protests-threats-from-neo-nazis/219103,20221208T050000Z,threat,,Melbourne,LGBTIQ+,"A drag event in Melbourne was postponed due to threats from Neo-Nazis, causing safety concerns for the LGBTIQ+ community.",medium,Neo-Nazis,-37.8142454,144.9631732,,2025-12-04T01:41:59.898670,(restraining order OR AVO) AND (homophobic OR harassment) AND Australia
Dentist created fake online accounts in  sustained campaign of terror  to  destroy  ex,https://www.sundayworld.com/crime/courts/dentist-created-fake-online-accounts-in-sustained-campaign-of-terror-to-destroy-ex/a1634805574.html,20251121T001500Z,harassment,,unknown,unknown,A dentist engaged in a sustained campaign of terror by creating fake online accounts to destroy their ex-partner.,medium,Dentist,-36.9432611,145.9277185,,2025-12-04T04:02:16.619572,(restraining order OR AVO) AND (homophobic OR harassment) AND Australia
"Man says gay people deserve death , escapes hate speech charges",https://www.thepinknews.com/2022/12/06/new-zealand-pastor-sexual-orientation-hate-speech-logan-robertson/,20221207T174500Z,hate_speech,,unknown,gay,A man made a statement saying gay people deserve death but escaped hate speech charges.,low,Man who made the statement,-36.9432611,145.9277185,,2025-12-04T04:49:56.064042,"""hate speech"" AND (gay OR LGBTIQ OR transgender) AND Australia"
Melbourne Neo - Nazis Target Drag Performer At Family - Friendly Youth Fest,https://www.starobserver.com.au/news/melbourne-neo-nazis-target-drag-performer-at-family-friendly-youth-fest/217074,20221003T080000Z,harassment,,Melbourne,drag performer,"A drag performer was targeted by Melbourne Neo-Nazis at a family-friendly youth festival, facing harassment and intimidation.",medium,Melbourne Neo-Nazis,-37.8142454,144.9631732,,2025-12-04T05:08:12.349855,"""hate speech"" AND (gay OR LGBTIQ OR transgender) AND Australia"
Melbourne : Amokfahrer stach zuvor auf schwulen Bruder ein,https://www.queer.de/detail.php?article_id=28044,20190121T011500Z,assault,,Melbourne,gay,"The 26-year-old Dimitrious Gargasoulas, who killed five people on Friday, had previously critically injured his brother: 'I will kill all gays.'",high,,-37.8142454,144.9631732,,,
Egypt sentences TV host to jail over gay interview,https://www.timesofisrael.com/liveblog_entry/egypt-sentences-tv-host-to-jail-over-gay-interview/,20190120T204500Z,other,,Egypt,gay,Egypt sentences TV host to jail over gay interview,medium,TV host,-27.676714,152.0984109,,,
Together » Blog Archive » Australian neo - Nazis deface elderly care facility housing Holocaust survivors,http://amgathering.org/2019/01/15110/australian-neo-nazis-deface-elderly-care-facility-housing-holocaust-survivors/,20190115T211500Z,vandalism,,elderly care facility housing Holocaust survivors,general_lgbtiq,"Australian neo-Nazis defaced an elderly care facility housing Holocaust survivors, targeting the vulnerable residents with hateful graffiti.",medium,Australian neo-Nazis,-33.8688,151.2093,,,
Hero saved female paramedic from being attacked in Melbourne by Rainbow Serpent festivalgoer,https://www.dailymail.co.uk/news/article-6651525/Hero-saved-female-paramedic-attacked-Melbourne-Rainbow-Serpent-festivalgoer.html,20190131T054500Z,assault,,"Rainbow Serpent festival, Lexton",female paramedic,"A female paramedic was saved from being attacked by a festivalgoer at the Rainbow Serpent festival in Lexton, Melbourne. The festivalgoer was subdued by a hero before causing harm to the paramedic.",medium,Rainbow Serpent festivalgoer,-37.375,143.475,,,
Paramedic horrifically bashed after treating man suspected of coming back from Rainbow Serpent,https://www.dailymail.co.uk/news/article-6650375/Paramedic-horrifically-bashed-treating-man-suspected-coming-Rainbow-Serpent.html,20190130T234500Z,assault,,Melbourne CBD,unknown,A paramedic was horrifically bashed after treating a man suspected of coming back from Rainbow Serpent festival in Melbourne CBD.,high,,-37.8141705,144.9655616,,,
Ποινικές διώξεις σε δύο άτομα για τον ξυλοδαρμό του Τζήλου,http://athina984.gr/wp-site/2019/01/29/poinikes-dioxeis-se-dyo-atoma-gia-ton-xylodarmo-toy-tziloy/,20190129T110000Z,assault,,Αθήνα,general_lgbtiq,Two individuals are facing criminal charges for the assault of Tzilos in Athens.,medium,,-35.3459329,149.1534339,,,
Lismore rainbow crossing vandalised with biblical message during LGBTI festival,http://www.starobserver.com.au/news/national-news/new-south-wales-news/lismore-rainbow-crossing-vandalised-with-biblical-message-during-lgbti-festival/174807,20190102T054500Z,vandalism,,Lismore,general_lgbtiq,A recently unveiled rainbow crossing in Lismore was vandalised with biblical graffiti during an LGBTI festival.,low,,-28.8077608,153.2791883,,,
Bible message scrawled across new rainbow walkway,https://www.coffscoastadvocate.com.au/news/mayor-hits-back-at-message-on-new-rainbow-walkway/3612766/,20190102T003000Z,vandalism,,rainbow walkway,general_lgbtiq,"A Bible message was scrawled across a new rainbow walkway, potentially targeting the LGBTIQ+ community.",low,,-28.814,153.277,,,
Rainbow crossing vandalized with Bible scripture,https://www.gaystarnews.com/article/rainbow-crossing-vandalized-with-bible-scripture/,20190101T171500Z,vandalism,,Rainbow crossing,general_lgbtiq,A rainbow crossing was vandalized with Bible scripture,low,,-33.8811873,151.216626,,,
Man admits painting  no black graffiti on family front door in Salford,https://www.independent.co.uk/news/uk/crime/racist-grafitti-salford-suspect-charged-police-manchester-vaughan-dowd-a8789546.html,20190221T160000Z,vandalism,2019-02-21,Salford,unknown,"Vaughan Dowd admitted to spraying racist graffiti 'no blacks' on the front door of a family in Salford, targeting a 10-year-old boy and his father.",medium,Vaughan Dowd,-37.8546533,145.2279849,,,
Imprisoned Hizbutnik Ismail Al - Wahwah Says  Jews Are  The Most Evil Creatures Of Allah  ,http://sheikyermami.com/2019/02/imprisoned-hizbutnik-ismail-al-wahwah-says-jews-are-the-most-evil-creatures-of-allah/,20190219T103000Z,hate_speech,,Sydney,general_lgbtiq,"Ismail Al-Wahwah, a Hizbut Tahrir member imprisoned for hate speech, made derogatory remarks about Jews being the most evil creatures of Allah.",medium,Ismail Al-Wahwah,-33.8698439,151.2082848,,,
The two brothers arrested in connection with the alleged attack on  Empire  star Jussie Smollett have been released without charge - 19 - Feb - 2019,"https://home.nzcity.co.nz/news/article.aspx?id=285026&fm=psp,tst",20190218T211500Z,assault,2019-02-18,Chicago,unknown,Two brothers were arrested in connection with the alleged attack on 'Empire' star Jussie Smollett in Chicago. The 36-year-old actor required hospital treatment after a suspected racist and homophobic attack.,high,Two brothers,-33.7598838,150.9090178,,,
"Le numéro 3 du Vatican , le cardinal australien George Pell , condamné pour agression sexuelle",https://www.lavenir.net/cnt/dmf20190226_01302108/le-numero-3-du-vatican-le-cardinal-australien-george-pell-condamne-pour-agression-sexuelle,20190226T073000Z,assault,2019-02-26,Australie,unknown,Le cardinal australien George Pell a été condamné pour agression sexuelle,high,,-24.7761086,134.755,,,
"St Kilda cop bashing : Kayla Potts , Jack Houghcroft charged",https://www.news.com.au/national/victoria/courts-law/five-people-charged-over-bashing-of-two-police-officers-in-st-kilda/news-story/490c74f31bef143ca3525c6a535067e7,20190225T220000Z,assault,,St Kilda,unknown,Kayla Potts and Jack Houldcroft have been charged in connection with a cop bashing incident in St Kilda.,medium,,-37.8638261,144.981637,,,
You Wont Believe Brunei New Laws Effective April 3rd ; Read Them Here : Gay = Death,https://www.redstate.com/alexparker/2019/03/31/wont-believe-bruneis-new-laws-effective-april-3rd-read-gay-death/,20190401T024500Z,other,,Brunei,gay,Brunei has implemented new laws effective April 3rd that equate being gay to death penalty,high,,-14.40559,124.96866,,,
"Australian  gay bashing  cases could be solved by DNA advances , police say · PinkNews",https://www.pinknews.co.uk/2019/03/31/australia-gay-murders-dna-advances/,20190331T150000Z,assault,,Australia,gay,Australian police believe that advancements in DNA technology could help solve cases of gay bashing,medium,,-24.7761086,134.755,,,
Muslim mother horror after racist vandals graffiti a swastika and the word  dog  on her white BMW,https://www.dailymail.co.uk/news/article-6828557/Muslim-mothers-horror-racist-vandals-graffiti-swastika-word-dog-white-BMW.html,20190320T014500Z,vandalism,,Muslim mother's home in Bankstown,unknown,A Muslim mother was horrified after racist vandals graffitied a swastika and the word 'dog' on her white BMW parked outside her home in Bankstown.,medium,,-33.917,151.035,,,
SA Police appeal for information over unsolved  gay bashing  murders of two Adelaide men,http://www.starobserver.com.au/news/national-news/south-australia/sa-police-appeal-for-information-over-unsolved-gay-bashing-murders-of-two-adelaide-men/180265,20190401T110000Z,murder,,Adelaide,gay,SA Police are appealing for information regarding the unsolved 'gay bashing' murder cases of Adelaide men David Saint and Robert Mark Woodland.,high,,-34.9281805,138.5999312,,,
LGBTI - inclusive Brisbane church speaks out against homophobic and racist graffiti attacks,http://www.starobserver.com.au/news/national-news/queensland-news/lgbti-inclusive-brisbane-church-speaks-out-against-homophobic-and-racist-graffiti-attacks/178834,20190308T073000Z,vandalism,,Metropolitan Community Church Brisbane,general_lgbtiq,The pastor of the LGBTI-inclusive Metropolitan Community Church Brisbane has spoken out about a spate of homophobic and racist graffiti on the property.,medium,,-27.469,153.023,,,
"Fraser Anning supporter arrested after attack on journalist , photographer",https://www.cairnspost.com.au/news-corp-journalist-eliza-barrs-question-that-fraser-anning-wouldnt-answer/news-story/79045c28f0be4785cbc163134e211631?nk=de1fd2a442ebbfb426bd83a6c298a9a7-1556679749,20190501T031500Z,assault,,"Cairns Central Shopping Centre, Cairns","journalist, photographer",A supporter of Fraser Anning was arrested after attacking a journalist and photographer at Cairns Central Shopping Centre. The incident involved physical violence towards the media professionals covering a political event.,medium,Fraser Anning supporter,-16.9267346,145.7737252,,,
Police Search Sydney Synagogue Following Threat,http://www.kiis1065.com.au/newsroom/nsw-police-search-sydney-central-synagogue-bondi-junction-threat-online,20190428T223000Z,threat,,Sydney Synagogue,unknown,Police searched a Sydney Synagogue following a threat made against the establishment.,medium,,-33.9692217,151.1113958,,,
  Chao : Journo question before boilover | Ballina Shire Advocate,https://www.ballinaadvocate.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T093000Z,assault,,Ballina Shire,unknown,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Ballina Shire.,medium,Fraser Anning supporter,-28.8672983,153.5555091,,,
  Chao : Journo question before boilover,https://www.cqnews.com.au/news/news-corp-journalist-eliza-barrs-question-that-fra/3712764/,20190427T063000Z,assault,,"Fraser Anning event in Moorooka, Brisbane","journalist, photographer","A supporter of Fraser Anning was arrested after attacking a journalist and photographer at an event in Moorooka, Brisbane. The incident occurred during a confrontation with the media.",medium,Fraser Anning supporter,-27.535,153.021,,,
Preston mosque : Police appeal over hate crime graffiti -  I am absolutely disgusted  ,https://www.independent.co.uk/news/uk/crime/preston-mosque-graffiti-preston-police-racism-lancashire-a8878721.html,20190419T213000Z,vandalism,2019-04-19,Preston mosque,unknown,"Police appeal over hate crime graffiti at Preston mosque in Lancashire. Chief Inspector Gary Crowe condemns the act, stating 'There is no place for hate in Lancashire.'",medium,,-37.7390562,144.9932174,,,
Billy Vunipola defends post telling gay people  hell await | News,https://www.thetimes.co.uk/edition/news/billy-vunipola-defends-post-telling-gay-people-hell-awaits-mvlff9rp8,20190412T233000Z,hate_speech,,Australia,gay,"The England rugby union team player Billy Vunipola defended an Instagram post by Australia’s Israel Folau, where Folau stated that 'hell awaits' gay people. Vunipola's support of this statement has sparked a homophobia row within the team.",medium,Billy Vunipola,-24.7761086,134.755,,,
Federal election 2019 : Liberal Gurpal Singh paedophilia comments slammed,https://www.geelongadvertiser.com.au/news/national/federal-election/scott-morrison-under-pressure-to-dump-gays-are-paedophiles-liberal-candidate-gurpal-singh/news-story/5c95bfdd8a9f9b76c77e3641797f4de7?nk=a5a33857add3136573c1b08db8f03bc7-1557451910,20190510T014500Z,hate_speech,,Geelong,general_lgbtiq,Liberal Gurpal Singh's paedophilia comments were slammed in relation to the Federal election 2019.,medium,Gurpal Singh,-38.1493248,144.3598241,,,
Man slashed with machete in  homophobic attack  in London,https://www.independent.co.uk/news/uk/crime/machete-attack-london-homophobic-hate-crime-lgbt-southwark-met-police-a9018251.html,20190724T094500Z,assault,2019-07-24,London,unknown,A man in his 20s was slashed with a machete in a homophobic attack in London after the suspect made offensive comments. The victim was stabbed in the leg.,high,,-27.4839177,153.0019892,,,
  Suspiciou noose found hanging near student housing in possible hate crime,https://www.independent.co.uk/news/world/americas/noose-stanford-university-california-racist-student-housing-hate-crime-a9008431.html,20190717T140000Z,vandalism,2019-07-17,student housing,unknown,"A 'suspicious' noose was found hanging near student housing, which is recognized as a symbol of violence and racism directed against African American peoples.",medium,,-33.7702281,150.7277466,,,
"Racists climb on to South African man bonnet , smash windscreen and order him to  go back to Poland  ",https://www.independent.co.uk/news/uk/crime/racist-attack-go-back-poland-south-african-man-car-somerset-a9020401.html,20190725T123000Z,assault|vandalism|threat,2019-07-25,South Africa,unknown,"Racists climbed onto a South African man's bonnet, smashed his windscreen, and ordered him to 'go back to Poland'. The incident occurred in South Africa.",medium,Racists,-30.2929832,153.1243499,,,
"Woman punched unconscious after telling man who followed her from nightclub :  Sorry , Im not interested  ",https://www.independent.co.uk/news/uk/crime/woman-man-turn-down-beaten-unconscious-manchester-not-interested-a9005661.html,20190715T173000Z,assault,2019-07-15,London,unknown,"A woman was punched unconscious after telling a man who followed her from a nightclub that she was not interested. The victim, an 18-year-old, highlighted the pressure women feel to not say no in such situations.",high,,-27.4839177,153.0019892,,,
Eric Michels murder : Chemsex serial killer drug dealer found guilty of killing James Bond actor,https://www.independent.co.uk/news/uk/crime/eric-michels-murder-trial-gerald-matovu-stephen-port-chemsex-ghb-grindr-a9005261.html,20190715T130000Z,murder,2019-07-15,Surrey,gay,Gerald Matovu was found guilty of killing James Bond actor Eric Michels by plying him with a fatal dose of GHB at his home in Surrey.,high,Gerald Matovu,-38.0415841,145.1099642,,,
Victims attacked with  pepper spray  in suspected homophobic hate crimes in Brixton,https://www.independent.co.uk/news/uk/crime/brixton-pepper-spray-attacks-homophobic-hate-crime-london-a9085046.html,20190830T124500Z,assault,2019-08-30,Brixton,unknown,Four people were attacked with 'corrosive spray' in suspected homophobic hate crimes in Brixton. Police have released CCTV footage of the suspects.,medium,,-23.4735954,145.0232281,,,
Ex - Die Antwoord Crew Member Says Video Shows  Homophobic Attack  ,https://www.dailydot.com/irl/die-antwoord-hate-crime/,20190821T191500Z,hate_speech,,Cape Town,gay,Ex-Die Antwoord crew member claims video shows homophobic attack in Cape Town.,medium,,-16.0887845,145.4622111,,,
Festivales estadounidenses cancelan al dúo sudafricano Die Antwoord por atacar y llamar  maricón  a un músico,https://www.elmundo.es/cultura/musica/2019/08/21/5d5c3166fdddff023b8b4601.html,20190821T021500Z,hate_speech,,"Adelaida, Australia",general_lgbtiq,The South African duo Die Antwoord was removed from the lineup of two American festivals after a video surfaced of them attacking and using a derogatory term towards a musician during a performance in Adelaide.,medium,,-34.9281805,138.5999312,,,
Owen Jones : Left - wing commentator attacked in  blatant premeditated assault  outside London pub,https://www.independent.co.uk/news/uk/crime/owen-jones-attack-pub-far-right-assault-a9063816.html,20190817T210000Z,assault,2019-08-18,London pub,unknown,Left-wing commentator Owen Jones was attacked in a blatant premeditated assault outside a London pub.,medium,Perpetrators not specified,-33.8583598,151.1844622,,,
the dog on the tucker box ... | Your Democracy,http://www.yourdemocracy.net.au/drupal/node/37247,20190818T004500Z,vandalism,,Gundagai,unknown,"The much-loved Dog on the Tuckerbox statue in Gundagai was vandalised last month, causing damage to the 87-year-old bronze statue.",medium,,-35.0614045,148.1059794,,,
"Transgender woman shooting being treated as hate crime , Dallas police say",https://www.independent.co.uk/news/world/americas/transgender-woman-shot-hate-crime-dallas-police-texas-a9117156.html,20190923T191500Z,assault,2019-09-23,Dallas,transgender,"A transgender woman was shot in a drive-by attack in Dallas, following a string of violent assaults on transgender women in the city.",high,,-37.6708194,144.9354163,,,
Gay man and brother attacked by thugs in anti - gay attack at Westfield,https://www.pinknews.co.uk/2019/09/19/westfield-shopping-centre-gay-man-attacked-queensland-australia/,20190919T104500Z,assault,,Westfield,gay,A gay man and his brother were attacked by thugs in an anti-gay attack at Westfield.,high,thugs,-33.817805,151.0020864,,,
Australian gay man hunted down and beaten by  bloodthirsty  teenagers,https://www.metroweekly.com/2019/09/australian-gay-man-hunted-down-and-beaten-by-bloodthirsty-teenagers/,20190919T214500Z,assault,,not specified,gay,Australian gay man hunted down and beaten by bloodthirsty teenagers,high,teenagers,-33.8688,151.2093,,,
"Brisbane Holland Park mosque vandalised with swastika , accused Christchurch shooter name on walls - ABC News ( Australian Broadcasting Corporation ) ",https://www.abc.net.au/news/2019-09-11/brisbane-mosque-vandalised-with-christchurch-references/11501684,20190911T081500Z,vandalism,2019-09-11,"Holland Park mosque, Brisbane",unknown,The Holland Park mosque in Brisbane was vandalised with spray-painted right-wing symbols and a reference to the Christchurch shooter overnight. The mosque's president was not surprised by the incident.,medium,,-27.5272318,153.0756128,,,
"Eggs thrown at baby and mother in  racially aggravated  attack , police say",https://www.independent.co.uk/news/uk/crime/eggs-baby-mother-racist-attack-worcester-west-mercia-police-a9091141.html,20190904T114500Z,assault,2019-09-04,retail park,unknown,A racially aggravated attack where eggs were thrown at a baby and mother outside a retail park. Police have stated they will not tolerate such unprovoked assaults.,medium,,-37.7174993,144.9222338,,,
Police fire tear gas and arrest dozens of far - right protesters attempting to disrupt LGBT+ march,https://www.independent.co.uk/news/world/europe/far-right-lgbt-poland-protesters-equality-lublin-law-justice-party-a9124696.html,20190928T233000Z,harassment,2019-10-06,Poland,LGBT+,"Far-right protesters attempted to disrupt an LGBT+ march in Poland, leading to police firing tear gas and arresting dozens of protesters.",medium,Far-right protesters,54.5307257,16.9470918,,,
Man charged after death of Filipina trans woman in NSW,https://www.theguardian.com/australia-news/2019/sep/27/man-charged-after-death-of-filipina-trans-woman-in-nsw,20190927T064500Z,assault,2019-09-27,NSW,transgender,A man has been charged after the death of 25-year-old Filipina trans woman Mhelody Polan Bruno in New South Wales.,high,,-31.8759835,147.2869493,,,
Nylex clock : Swastikas painted on iconic Nylex building,https://www.brisbanetimes.com.au/national/victoria/swastikas-painted-on-iconic-nylex-building-20191023-p533dz.html,20191023T023000Z,vandalism,2019-10-23,Melbourne's south-east,general_lgbtiq,The iconic Nylex building in Melbourne's south-east was defaced with swastikas.,medium,,-33.7714363,151.1885679,,,
Mixed race couple from Lidl advert to leave Ireland over death threat and online abuse,https://www.independent.co.uk/news/world/europe/ireland-mixed-race-family-lidl-advert-racist-abuse-threat-leave-a9145186.html,20191006T171500Z,threat,2019-10-07,Ireland,mixed race couple,"A mixed race couple featured in a Lidl advert in Ireland received a death threat and online abuse, prompting them to leave the country.",medium,,53.3375611,-6.255802,,,
"Ugandan LGBTIQ activists arrested , subjected to anal examinations",http://www.starobserver.com.au/news/uganda-sixteen-lgbtiq-activists-arrested-subjected-to-anal-examinations/189016,20191028T233000Z,arrest and forced anal examinations,,Uganda,LGBTIQ activists,Sixteen LGBTIQ activists in Uganda were arrested on suspicion of gay sex and subjected to forced anal examinations by authorities after being detained last week.,high,,-37.844116,145.1078411,,,
Luke Pollard : Homophobic graffiti daubed on Labour MP constituency office,https://www.independent.co.uk/news/uk/politics/luke-pollard-labour-mp-homophobic-graffiti-office-vandalism-plymouth-a9173526.html,20191027T211500Z,vandalism,2019-10-27,Plymouth,unknown,Homophobic graffiti was daubed on Labour MP Luke Pollard's constituency office in Plymouth. This incident occurred days after 'die Blair' was scrawled on the politician's workplace.,medium,,-38.0302891,145.3564015,,,
Uganda announces plans for  kill the gay death penalty bill,https://qnews.com.au/uganda-announces-plans-for-kill-the-gays-death-penalty-bill/,20191012T014500Z,threat,,Uganda,general_lgbtiq,"Uganda announces plans for a 'kill the gay death penalty bill', which threatens the lives of LGBTIQ+ individuals in the country.",high,,-37.844116,145.1078411,,,
Why Victoria needs to confront its homophobic past : Seb Starcevic,http://www.starobserver.com.au/news/national-news/victoria-news/why-victoria-needs-to-confront-its-homophobic-past-seb-starcevic/188029,20191010T104500Z,assault,1991-03-XX,not specified,unknown,"23-year-old Robert Murley was accused of bashing, stabbing and almost decapitating 65-year-old Joe Godfrey in March 1991",high,Robert Murley claimed Godfrey had made a sexual,-37.814,144.963,,,
Adelaide Pride Walk defaced by  Jesus loves you  graffiti,http://www.starobserver.com.au/news/adelaides-pride-walk-defaced-by-jesus-loves-you-graffiti/189124,20191030T133000Z,vandalism,,Adelaide CBD,general_lgbtiq,A man was caught on video vandalising Adelaide's iconic CBD Pride Walk with the words 'Jesus loves you'. The local council described it as disappointing.,medium,,-34.9334107,138.6006227,,,
"Rainbow walk in Adelaide , Australia vandalised with  Jesus loves you  graffiti",https://www.pinknews.co.uk/2019/10/28/adelaide-rainbow-walk-graffiti-jesus-loves-you-australia/,20191028T180000Z,vandalism,,"Adelaide, Australia",general_lgbtiq,"The rainbow walk in Adelaide, Australia was vandalised with 'Jesus loves you' graffiti.",medium,,-34.9281805,138.5999312,,,
Adelaide Rainbow Walk vandalised,https://www.abc.net.au/news/2019-10-28/rainbow-walk-vandalised-in-adelaides-light-square/11647272,20191028T081500Z,vandalism,2019-10-28,Adelaide's Light Square,general_lgbtiq,"The Rainbow Walk in Adelaide's Light Square was vandalised with white text saying 'Jesus Loves You', impacting the colorful path celebrating the LGBTIQ+ community.",low,,-34.9260344,138.5925208,,,
Driver who ran over girl she thought was  a Mexican  charged in second hit - and - run,https://www.independent.co.uk/news/world/americas/hit-run-teenage-girl-mexican-hate-crime-iowa-a9258916.html,20191224T110000Z,assault,2019-12-24,Iowa,unknown,An Iowa woman was charged with a hate crime after running over a girl she thought was 'a Mexican' and was also charged in a second hit-and-run incident on the same day.,high,Iowa woman,-33.796961,150.7708644,,,
News von heute : Neonazis drohen Berliner Staatssekretärin Chebli mit Ermordung,https://www.stern.de/panorama/weltgeschehen/news-von-heute--neonazis-drohen-berliner-staatssekretaerin-chebli-mit-ermordung-9029148.html,20191202T184500Z,threat,,Berlin,unknown,Neonazis threatened Berlin State Secretary Chebli with murder,high,Neonazis,-27.6946278,152.3098897,,,
Wife basher t - shirt displayed in Mandurah store Krazy Tees in wake of Hannah Clarke death - ABC News ( Australian Broadcasting Corporation ) ,https://www.abc.net.au/news/2020-02-28/wife-basher-t-shirt-krazy-tees-mandurah-hannah-clarke-attack/12011456,20200228T071500Z,hate_speech,,Mandurah store Krazy Tees,general_lgbtiq,"A t-shirt with the phrase 'Wife basher' displayed in a Mandurah store has sparked controversy, with the store owner claiming it's a joke but domestic violence advocates condemning it as a 'hate crime message' following the death of a mother and three children.",medium,,-32.529,115.744,,,
Jordan was abused just for holding his boyfriend hand,https://www.sbs.com.au/news/jordan-was-abused-just-for-holding-his-boyfriend-s-hand,20200227T121500Z,harassment,,Sydney CBD,gay,Jordan was verbally abused and harassed by strangers on a busy street in Sydney CBD simply for holding his boyfriend's hand.,medium,,-33.8747234,151.2053644,,,
Considering Matthew Shepard,https://www.starobserver.com.au/sponsored-content/considering-matthew-shepard/192312,20200205T070000Z,assault,,Wyoming,gay,"In 1998, Matthew Shepard, a first-year college student in Wyoming, was kidnapped, beaten, and left to die in a brutal anti-gay hate crime that inspired anguish and outrage.",high,,-33.4066667,151.3594444,,,
Ex - AFL Women star Moana Hope reveals the disgusting homophobic slurs levelled at her and Dustin Martin that made her turn her back on the game for good,http://www.msn.com/en-nz/news/world/ex-afl-womens-star-moana-hope-reveals-the-disgusting-homophobic-slurs-levelled-at-her-and-dustin-martin-that-made-her-turn-her-back-on-the-game-for-good/ar-BB10c46t,20200220T140000Z,hate_speech,,not specified,gay,Ex-AFL Women star Moana Hope revealed the disgusting homophobic slurs directed at her and Dustin Martin that led her to turn her back on the game for good.,medium,,-37.814,144.963,,,
$2 million reward offered to help solve murder of gay man found naked at the bottom of a cliff,https://news.yahoo.com/2-million-reward-offered-help-205510582.html,20200311T194500Z,murder,,cliff,gay,A $2 million reward is being offered to help solve the murder of a gay man who was found naked at the bottom of a cliff.,high,,-34.9595171,116.4109937,,,
Reward doubled to $2 million by family over historical gay hate crime,https://www.starobserver.com.au/news/national-news/reward-doubled-to-2-million-by-family-over-historical-gay-hate-crime/193414,20200310T230000Z,murder,,not specified,gay,"The family of Scott Johnson, a man who was killed in a suspected gay hate crime three decades ago, has matched the $1 million reward offered by NSW Police.",high,,-33.8131,151.2981,,,
Rugby news | Raelene Castle death threat from Israel Folau supporter,https://wwos.nine.com.au/rugby/raelene-castle-israel-folau-death-threat-rugby-australia-hearing/47afb748-21c1-4a6c-b74c-d7a22fb1c2f8,20200426T003000Z,threat,2020-04-25,not specified,general_lgbtiq,"Raelene Castle, CEO of Rugby Australia, received a death threat from a supporter of Israel Folau, as reported. Police were contacted, and security was increased around Castle.",medium,Supporter of Israel Folau,-33.8688,151.2093,,,
