title,url,source_date,source,query
2020 : The year of COVID - 19 and Trump defeat,https://timesofmalta.com/articles/view/2020-the-year-of-covid-19-and-trumps-defeat-anthony-manduca.841988,20201231T060000Z,timesofmalta.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
2020年十大可能帶來新發明的科學發現,https://sina.com.hk/news/article/20201231/0/5/2/2020%E5%B9%B4%E5%8D%81%E5%A4%A7%E5%8F%AF%E8%83%BD%E5%B8%B6%E4%BE%86%E6%96%B0%E7%99%BC%E6%98%8E%E7%9A%84%E7%A7%91%E5%AD%B8%E7%99%BC%E7%8F%BE-12570795.html,20201231T054500Z,sina.com.hk,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
2020年十大可能帶來新發明的科學發現,https://sina.com.hk/news/article/20201231/5/45/2/2020%E5%B9%B4%E5%8D%81%E5%A4%A7%E5%8F%AF%E8%83%BD%E5%B8%B6%E4%BE%86%E6%96%B0%E7%99%BC%E6%98%8E%E7%9A%84%E7%A7%91%E5%AD%B8%E7%99%BC%E7%8F%BE-12570795.html,20201231T053000Z,sina.com.hk,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Tamworth couple happy mistake ends  crappy year  on a $1 million Lotto high,https://www.news.com.au/finance/money/wealth/tamworth-couples-happy-mistake-ends-crappy-year-on-a-1-million-lotto-high/news-story/5de99ce939fbad99a3d57fa3ccda3093,20201231T053000Z,news.com.au,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
2020年十大可能带来新发明的科学发现 - Top10 十大 - cnBeta . COM,https://www.cnbeta.com/articles/science/1072381.htm,20201231T050000Z,cnbeta.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
制衡中国打  台湾牌 ？ 亚太国家对拜登的期望,https://www.voachinese.com/a/countries-in-asia-want-biden-to-be-clear-in-supporting-taiwan-to-deter-chinese-aggression-20201230/5719119.html,20201231T041500Z,voachinese.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
2020年十大可能带来新发明的科学发现,https://finance.sina.com.cn/tech/2020-12-31/doc-iiznezxs9903307.shtml,20201231T041500Z,finance.sina.com.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
"Branduoliniai ginklai , Putino grįžimas ir Trečiojo pasaulinio karo baimė – svarbiausi dešimtmečio įvykiai ir ko laukti 2021 - aisiais ? ",https://www.lrt.lt/naujienos/pasaulyje/6/1310056/branduoliniai-ginklai-putino-grizimas-ir-treciojo-pasaulinio-karo-baime-svarbiausi-desimtmecio-ivykiai-ir-ko-laukti-2021-aisiais,20201231T041500Z,lrt.lt,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
2020年十大可能帶來新發明的科學發現,https://sina.com.hk/news/article/20201231/5/46/2/2020%E5%B9%B4%E5%8D%81%E5%A4%A7%E5%8F%AF%E8%83%BD%E5%B8%B6%E4%BE%86%E6%96%B0%E7%99%BC%E6%98%8E%E7%9A%84%E7%A7%91%E5%AD%B8%E7%99%BC%E7%8F%BE-12570795.html,20201231T041500Z,sina.com.hk,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
解放军向南海发射东风导弹 赵立坚回应美无理指责 : 例行训练 - 临沧市建筑工程培训中心,http://blackholezoo.com/20201231-36813.shtml,20201231T034500Z,blackholezoo.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
17岁美国男子街头射杀2人 抗议者手中也持有枪支 - 临沧市建筑工程培训中心,http://blackholezoo.com/20201231-75386.shtml,20201231T034500Z,blackholezoo.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
45个热词背后 ， 藏着你的2020 | 年度话题盘点,https://www.yicai.com/news/100897540.html,20201231T034500Z,yicai.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
2020年十大可能帶來新發明的科學發現,https://news.sina.com.tw/article/20201231/37281082.html,20201231T034500Z,news.sina.com.tw,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
杀人犯  纸面服刑  15年 市政法委 : 性质恶劣 坚决一查到底 - 临沧市建筑工程培训中心,http://blackholezoo.com/20201231-77919.shtml,20201231T034500Z,blackholezoo.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
2020年十大可能带来新发明的科学发现,https://finance.sina.com.cn/tech/2020-12-31/doc-iiznezxs9894779.shtml,20201231T033000Z,finance.sina.com.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
海外涉華人治安事件頻發 保障安全需多策並舉,http://www.hkcna.hk/content/2020/1231/870977.shtml,20201231T033000Z,hkcna.hk,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Best of Malaysianskini 2020,https://www.malaysiakini.com/news/557107,20201231T024500Z,malaysiakini.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
新华社评出2020年国际十大新闻 - 国际,http://opinion.haiwainet.cn/n/2020/1230/c345437-31950502.html,20201231T024500Z,opinion.haiwainet.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
新华社评出2020年国际十大新闻 - 慈溪新闻网,http://cxnews.cnnb.com.cn/system/2020/12/30/012185868.shtml,20201231T023000Z,cxnews.cnnb.com.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
El insecto de 1 milímetro que salvó la economía de un país,https://www.mdzol.com/bbc-mundo/2020/12/30/el-insecto-de-milimetro-que-salvo-la-economia-de-un-pais-129688.html,20201231T021500Z,mdzol.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
新华社评出2020年国际十大新闻 - 中国军网,http://www.81.cn/tp/2020-12/31/content_9961083.htm,20201231T021500Z,81.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Having vaccine doesnt mean Britons can act with  wild abandon  ,https://www.dailymail.co.uk/news/article-9100821/Having-vaccine-doesnt-mean-Britons-act-wild-abandon-says-Jonathan-Van-Tam.html,20201231T021500Z,dailymail.co.uk,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
"2020년 미 - 한 군사 분야 , 미 - 중 패권경쟁 속 입장 차 노정",https://www.voakorea.com/korea/korea-politics/2020-assessment-us-rok-military,20201231T020000Z,voakorea.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
El insecto de 1 milímetro que salvó la economía de un país,https://www.elobservador.com.uy/nota/el-insecto-de-1-milimetro-que-salvo-la-economia-de-un-pais-20201230195427,20201231T014500Z,elobservador.com.uy,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
 【 銀河晨報 】 12 . 31丨策略 ： 理解 「 新變化 」， 順應 「 新趨勢 」， 把握 「 新消費 」 發展機遇,https://news.sina.com.tw/article/20201231/37279402.html,20201231T010000Z,news.sina.com.tw,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Black Summer : Why Australia had to change how it fought bushfires,https://www.thechronicle.com.au/technology/environment/black-summer-why-australia-had-to-change-how-it-fought-bushfires/news-story/63d48226f4889f3e278b35c82d106904?nk=365c83a7e139578950b4ada479a40238-1609374728,20201231T004500Z,thechronicle.com.au,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
中共福建省委关于制定福建省国民经济和社会发展第十四个五年规划和二○三五年远景目标的建议 - 时政,http://fjnews.fjsen.com/2020-12/31/content_30596174.htm,20201231T003000Z,fjnews.fjsen.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
清華大學蘇世民書院院長薛瀾 ： 構築共榮共生的多元創新生態系統,https://news.sina.com.tw/article/20201231/37278904.html,20201231T000000Z,news.sina.com.tw,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Black Summer : Why Australia had to change how it fought bushfires,https://www.news.com.au/technology/environment/black-summer-why-australia-had-to-change-how-it-fought-bushfires/news-story/63d48226f4889f3e278b35c82d106904,20201230T233000Z,news.com.au,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
變種武漢肺炎病毒侵台 ｢ 鎖國一個月 ｣ 中研院 : 恐持續變異產生新的子型 | 生活,https://newtalk.tw/news/view/2020-12-31/516815,20201230T233000Z,newtalk.tw,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Black Summer : Why Australia had to change how it fought bushfires,https://www.geelongadvertiser.com.au/technology/environment/black-summer-why-australia-had-to-change-how-it-fought-bushfires/news-story/63d48226f4889f3e278b35c82d106904?nk=a55766faf009d66ccc3612054da1eb2b-1609369382,20201230T231500Z,geelongadvertiser.com.au,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Black Summer : Why Australia had to change how it fought bushfires,https://www.ntnews.com.au/technology/environment/black-summer-why-australia-had-to-change-how-it-fought-bushfires/news-story/63d48226f4889f3e278b35c82d106904?nk=a5d91a451277c4e87c64718f40911f61-1609367555,20201230T224500Z,ntnews.com.au,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Σαν σήμερα 31 Δεκεμβρίου,https://www.newsbeast.gr/greece/arthro/6959641/san-simera-31-dekemvrioy-2,20201230T223000Z,newsbeast.gr,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
年终回顾 ： 2020 美国逢百年不遇之变局,https://www.soundofhope.org/post/458822,20201230T221500Z,soundofhope.org,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
AP News in Brief at 6 : 04 p . m . EST,https://www.benningtonbanner.com/ap/national/ap-news-in-brief-at-6-04-p-m-est/article_1f76f007-9028-5ed9-980c-cd497669280e.html,20220101T234500Z,benningtonbanner.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
AP News in Brief at 6 : 04 p . m . EST,https://siouxcityjournal.com/news/national/ap-news-in-brief-at-6-04-p-m-est/article_343a24a4-ec0d-523e-940f-20164b00ba40.html,20220101T234500Z,siouxcityjournal.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
AP News in Brief at 6 : 04 p . m . EST,https://www.antigojournal.com/news/national/ap-news-in-brief-at-6-04-p-m-est/article_49167763-b7a7-5322-b0ef-1ca18ab78c93.html,20220101T234500Z,antigojournal.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Binge drinking best friends ditch the drink that was ruining their lives,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/binge-drinking-best-friends-ditch-22565953,20220101T204500Z,manchestereveningnews.co.uk,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
US presses on with evacuation from Afghanistan after deadly Kabul terrorist attack,https://www.cnn.com/2021/08/27/asia/afghanistan-kabul-airport-attack-update-intl-hnk/,20220101T180000Z,cnn.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Cuối năm đi thăm Little Saigon - BBC News Tiếng Việt,https://www.bbc.com/vietnamese/forum-59847912,20220101T163000Z,bbc.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Infoline | Новость : Ванга і її  лякаючі  пророцтва : чи справджувалися вони хоч колись ? ,https://infoline.ua/news/bez-kategorii/bez-pod-kategorii/vanga-i-yiyi-lyakayuchi-proroctva-chi-spravdzhuvalisya-voni-hoch-kolis_391053.html,20220101T134500Z,infoline.ua,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
盧秀燕 ： 二拚一少 ... 民意至上 - 民生戰線,http://city.udn.com/54543/5894446?raid=7152462,20220101T114500Z,city.udn.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
1 Ocakta hangi olaylar yaşandı ? Tarihte bugün yaşananlar,https://www.marasgundem.com.tr/gundem/1-ocakta-hangi-olaylar-yasandi-tarihte-bugun-yasananlar-1499807h,20220101T093000Z,marasgundem.com.tr,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
美媒 ： 中国是全球新冠疫情虚假信息攻势的领头者 - 1688澳洲新闻网 - 澳洲今日最新资讯最深度报道,https://www.1688.com.au/world/international/2022/01/01/1165206,20220101T084500Z,1688.com.au,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Сводка событий в Сирии и на Ближнем Востоке за 31 декабря 2021 г . ,https://anna-news.info/svodka-sobytij-v-sirii-i-na-blizhnem-vostoke-za-31-dekabrya-2021-g/,20220101T064500Z,anna-news.info,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
RCEP正式生效 ！ 中国全面履行所有承诺和义务,https://www.163.com/news/article/GSK0QS7H0001899O.html,20220101T001500Z,163.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Flashback 2021 | The Daily Star,https://www.thedailystar.net/news/world/news/flashback-2021-2929946,20220101T000000Z,thedailystar.net,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
中国数位追捕 「 警网 」 扩及海外 - 1688澳洲新闻网 - 澳洲今日最新资讯最深度报道,https://www.1688.com.au/world/china/2022/01/01/1165112,20211231T230000Z,1688.com.au,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Nga kthimi i talebanëve në pushtet deri te trazirat e Kapitolit në SHBA – dhjetë ngjarjet që ishin lajme kryesore në botë gjatë vitit 2021,https://telegrafi.com/nga-kthimi-talebaneve-ne-pushtet-deri-te-trazirat-e-kapitolit-ne-shba-dhjete-ngjarjet-qe-ishin-lajme-kryesore-ne-bote-gjate-vitit-2021/,20211231T200000Z,telegrafi.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
"Metų panorama . Migrantų krizė , pandemijos iššūkiai bei užsienio politikos klaidos",https://www.lrt.lt/mediateka/irasas/2000192787/metu-panorama-migrantu-krize-pandemijos-issukiai-bei-uzsienio-politikos-klaidos,20211231T194500Z,lrt.lt,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Thế giới đón năm 2022 bằng niềm hy vọng trong sự tĩnh lặng,https://www.phunuonline.com.vn/the-gioi-don-nam-2022-bang-niem-hy-vong-trong-su-tinh-lang-a1454307.html,20211231T193000Z,phunuonline.com.vn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Signed Photo of Adolf Hitler Among Nazi Memorabilia Up for Sale in Australia Auction,https://www.algemeiner.com/2021/12/31/signed-photo-of-adolf-hitler-among-nazi-memorabilia-up-for-sale-in-australia-auction/,20211231T191500Z,algemeiner.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
World News Quick Take - Taipei Times,https://www.taipeitimes.com/News/world/archives/2022/01/01/2003770547,20211231T190000Z,taipeitimes.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Thế giới đón giao thừa trong không khí im ắng chưa từng thấy vì Omicron,https://thesaigontimes.vn/the-gioi-don-giao-thua-trong-khong-khi-im-ang-chua-tung-thay-vi-omicron/,20211231T154500Z,thesaigontimes.vn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
滴滴 ， 溺水者  自救 _ 中华网,https://hea.china.com/hea/20211231/20211231974409.html,20211231T154500Z,hea.china.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Thế giới đón giao thừa trong không khí im ắng chưa từng thấy vì Omicron,https://baomoi.com/the-gioi-don-giao-thua-trong-khong-khi-im-ang-chua-tung-thay-vi-omicron/c/41376405.epi,20211231T151500Z,baomoi.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Príroda sa zbláznila : Jar na Silvestra ? V Bratislave sa behom pár minút oteplilo o desať stupňov ! ,https://www.topky.sk/cl/10/2238639/Priroda-sa-zblaznila--Jar-na-Silvestra--V-Bratislave-sa-behom-par-minut-oteplilo-o-desat-stupnov--,20211231T140000Z,topky.sk,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
It wasnt all bad : A look back at the good news stories of 2021,http://www.msn.com/en-nz/news/national/it-wasnt-all-bad-a-look-back-at-the-good-news-stories-of-2021/ar-AASiN3o,20211231T140000Z,msn.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
21深度｜奥密克戎海啸来袭 ， 多国反而缩短隔离时间 ， 保护经济要付出多大的代价 ？ ,https://finance.sina.com.cn/tech/2021-12-31/doc-ikyamrmz2443246.shtml,20211231T134500Z,finance.sina.com.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
"Để con phá phách đồ đạc rồi tỉnh bơ Trẻ con có biết gì đâu , mẹ lĩnh ngay khoản nợ 50 triệu đồng - Netizen",https://vietgiaitri.com/de-con-pha-phach-do-dac-roi-tinh-bo-tre-con-co-biet-gi-dau-me-linh-ngay-khoan-no-50-trieu-dong-20211231i6243049/,20211231T133000Z,vietgiaitri.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
"Ďalšie predpovede Baby Vangy na rok 2022 : Útok mimozemšťanov , smrtiaci vírus a .. Ľudia sa zmenia na zombie ! ",https://www.topky.sk/cl/11/2236667/Dalsie-predpovede-Baby-Vangy-na-rok-2022--Utok-mimozemstanov--smrtiaci-virus-a---Ludia-sa-zmenia-na-zombie-,20211231T133000Z,topky.sk,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
ВМС США в поисках новой стратегии и нового оружия,https://oborona.ru/product/zhurnal-nacionalnaya-oborona/vms-ssha-v-poiskah-novoj-strategii-i-novogo-oruzhiya-43076.shtml,20211231T123000Z,oborona.ru,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Trump in a New Cold War,https://nationalinterest.org/feature/trump-new-cold-war-25389,20211231T123000Z,nationalinterest.org,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
壹传媒前高层 ： 香港打压 《 立场新闻 》 是中共试图控制世界话语权的一步,https://boxun.com/archives/86400,20211231T123000Z,boxun.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
專家分析 ： 2022華盛頓與北京繼續若即若離,https://www.voacantonese.com/a/us-china-2022/6376841.html,20211231T121500Z,voacantonese.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
"대구 세징야 ,  유럽 5대리그 제외  2021년 올해의 팀 선정",https://www.xportsnews.com/article/1519000,20211231T114500Z,xportsnews.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
壹传媒前高层 ： 香港打压 《 立场新闻 》 是中共试图控制世界话语权的一步,https://www.voachinese.com/a/experts-analysis-on-hong-kong-standard-news-forced-closure-20211230/6376727.html,20211231T113000Z,voachinese.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Príroda sa zbláznila : Jar na Silvestra ? V Bratislave sa behom pár minút oteplilo o desať stupňov ! ,https://www.topky.sk/cl/10/2238639/Priroda-sa-zblaznila--Jar-na-Silvestra--V-Bratislave-sa-behom-par-minut-oteplilo-o-desat-stupnov-,20211231T111500Z,topky.sk,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
"Joe Biden , un anno di alti e bassi . Il bilancio di Castellaneta",https://formiche.net/2021/12/biden-usa-2021-casa-bianca/,20211231T101500Z,formiche.net,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
外交部奉劝立陶宛政府不要为个别大国火中取栗 - 国内国际 - 大江网 （ 中国江西网 ） ,https://news.jxnews.com.cn/system/2021/12/31/019496235.shtml,20211231T101500Z,news.jxnews.com.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Macedonian Ramble : Hell Foundations at Galliopoli,https://www.counterpunch.org/2021/12/31/macedonian-ramble-hells-foundations-at-galliopoli/,20211231T101500Z,counterpunch.org,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Year in review : A look at news events in September 2021,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/year-in-review-a-look-at-news-events-in-september-2021,20211231T101500Z,nationalpost.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
,http://www.qianhuaweb.com/2021/1231/4263825.shtml,20211231T100000Z,qianhuaweb.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
It wasnt all bad : A look back at the good news stories of 2021,http://www.msn.com/en-nz/news/national/it-wasn-t-all-bad-a-look-back-at-the-good-news-stories-of-2021/ar-AASiN3o,20211231T100000Z,msn.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Year in review : A look at news events in September 2021 | iNFOnews | Thompson - Okanagan News Source,https://infotel.ca/newsitem/year-diary-september-2021/cp726278848,20211231T100000Z,infotel.ca,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
How the British Caused the American Civil War - LewRockwell LewRockwell . com,https://www.lewrockwell.com/2021/12/richard-poe/how-the-british-caused-the-american-civil-war/,20211231T100000Z,lewrockwell.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 _ 河北网络广播电视台,http://www.hebtv.com/pc/news/top/2021-12-31/3Vp7sOnLdzfcnADc.html,20211231T100000Z,hebtv.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
Inzidenz in Spanien erstmals über 1000 – united states melden fast 500 . 000 Fälle,https://www.rundschau-online.de/news/aus-aller-welt/corona-inzidenz-in-spanien-erstmals-ueber-1000---usa-melden-fast-500-000-neue-faelle-33802408,20211231T094500Z,rundschau-online.de,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 _ 光明网,https://politics.gmw.cn/2021-12/31/content_35420989.htm,20211231T094500Z,politics.gmw.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 _ 石家庄新闻网,http://news.sjzdaily.com.cn/2021/12/31/99741452.html,20211231T090000Z,news.sjzdaily.com.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
澳大利亚抢先出兵 ？ 中国正式宣布介入 ， 正面硬刚  已经开始 - 未名空间 ( mitbbs . com ) ,http://www.mitbbs.com/article_t/Military/62738775.html,20211231T083000Z,mitbbs.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 _ 观点中国 _ 中国网,http://www.china.com.cn/opinion2020/2021-12/31/content_77963668.shtml,20211231T083000Z,china.com.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
"Còn lại gì khi Delta quét qua : Những vùng quê hoang tàn , lạnh lẽo sau thảm họa đại dịch , cái giá quá đắt của giấu giếm thông tin và lơ là cảnh giác",https://cafef.vn/bai-hoc-tu-bien-the-delta-tai-an-do-hau-qua-cua-viec-giau-dem-thong-tin-va-lo-la-canh-giac-20211231095311864.chn,20211231T080000Z,cafef.vn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
王文 ： 舆论战是西方压制中国的最后一块  遮羞布 _ 网易订阅,https://www.163.com/dy/article/GSHFH86H051481US.html,20211231T074500Z,163.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 - 中国军网,http://www.81.cn/xx/2021-12/31/content_10119787.htm,20211231T074500Z,81.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
미국의 인도 · 태평양 전략수행 동원 가능성 높은 중형잠수함,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002799163&PAGE_CD=N0002&BLCK_NO=&CMPT_CD=M0147,20211231T071500Z,ohmynews.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 - 新华网,http://www.news.cn/politics/leaders/2021-12/31/c_1128220808.htm,20211231T071500Z,news.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
중형잠수함 잰걸음 ... 핵잠수함 도입 군불 지피기 ? ,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002799179&PAGE_CD=N0002&BLCK_NO=&CMPT_CD=M0147,20211231T071500Z,ohmynews.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
중형잠수함 잰걸음 ... 핵잠수함 도입 군불 지피기 ? ,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002799179&PAGE_CD=N0002&CMPT_CD=M0112,20211231T071500Z,ohmynews.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
振奮人心的一年 重溫體壇2021 ( 中時 ) - 259d0a40 的部落格,http://blog.udn.com/259d0a40/171064622,20211231T071500Z,blog.udn.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
미국의 인도 · 태평양 전략수행 동원 가능성 높은 중형잠수함,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002799163&PAGE_CD=N0002&CMPT_CD=M0112,20211231T071500Z,ohmynews.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
元旦起全香港学校均会升挂国旗 ， 传统爱国学校为此跨世纪坚守 _ 南方网,https://news.southcn.com/node_b710679493/8ff67eab10.shtml,20211231T070000Z,news.southcn.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 _ 国内新闻 _ 国内国际 _ 新闻频道 _ 福州新闻网,http://news.fznews.com.cn/dsxw/20211231/61ce9bf8b962a.shtml,20211231T070000Z,news.fznews.com.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 _ 南方网,https://news.southcn.com/node_179d29f1ce/41791f82fb.shtml,20211231T070000Z,news.southcn.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹,https://www.yangtse.com/content/1358355.html,20211231T070000Z,yangtse.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 - 中国科技网,http://www.stdaily.com/index/yaowen/2021-12/31/content_1243517.shtml,20211231T070000Z,stdaily.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
专家分析 ： 2022华盛顿与北京继续若即若离,https://www.voachinese.com/a/us-china-2022/6376057.html,20211231T064500Z,voachinese.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹,https://www.jlradio.cn/html/7/2021/12/31/480811.html,20211231T063000Z,jlradio.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
國際軍聞 - 其他類 ( 不開放討論 ) - 軍事迷休閒小棧,http://city.udn.com/59263/5747843?raid=7152342,20211231T063000Z,city.udn.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 - 国内频道 - 内蒙古新闻网,http://china.nmgnews.com.cn/system/2021/12/31/013248205.shtml,20211231T063000Z,china.nmgnews.com.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 - 中新网,https://www.chinanews.com.cn/gn/2021/12-31/9641537.shtml,20211231T063000Z,chinanews.com.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
  度  量2021 ， 让我们共同回味世界武器装备发展这一年 _ 光明网,https://mil.gmw.cn/2021-12/31/content_35420747.htm,20211231T061500Z,mil.gmw.cn,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹 _ 领导人专辑 _ 黑龙江网络广播电视台,http://www.hljtv.com/news/folder10317/2021-12-31/846850.shtml,20211231T061500Z,hljtv.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
这一年 ， 总书记的基层足迹,https://sdxw.iqilu.com/w/article/YS0yMS0xMDY0NzI3OQ.html,20211231T061500Z,sdxw.iqilu.com,(LGBTIQ community center OR queer space) AND (vandalism OR attack) AND Australia
