is_hate_crime,incident_type,victim_identity,location,date_of_incident,description,confidence,article_url,article_title,publication_date,source_name,historical_context,incident_id,source_authority_level,archival_status,verification_status
True,discrimination,lesbian,"Camera, Via delle Rosine 18",17 10 2019,"The incident involved discrimination against black lesbian women, as described in the exhibition 'Wo / Man Ray. Le seduzioni della fotografia' by Zanele Muholi at the Centro Italiano per la Fotografia.",0.9,https://torino.repubblica.it/cronaca/2019/10/17/news/appuntamenti-238762267/,"Bruno Segre non si è mai arreso , Quaranta inediti di Paolo Gaidano",20191017T071500Z,torino.repubblica.it,"The article discusses discrimination against lesbian women, using terminology and context relevant to the historical period.",HIST_2019_UNK_048,6,digitized,single-source
True,discrimination,general_lgbtiq,"French Senate, Paris",08 10 2019,"Conservative activists protested against a new French bioethics law allowing lesbian couples and single women access to medically-assisted procreation, such as IVF and sperm donation. The protest included chants and placards expressing opposition to the law.",1.0,http://www.starobserver.com.au/news/international-news-news/protests-against-ivf-access-for-gay-and-single-women-in-france/187896,Protests against IVF access for gay and single women in France,20191008T024500Z,starobserver.com.au,"The article describes a protest against a law granting reproductive rights to lesbian couples and single women, indicating discrimination against the LGBTIQ+ community.",HIST_2019_UNK_049,6,digitized,single-source
True,assault,general_lgbtiq,"Attica State Prison, New York",01 01 1971,"Frank 'Big Black' Smith, an inmate at Attica State Prison, played a crucial role in protecting hostages, prisoners, and negotiators during the 1971 uprising. His experience highlights the challenges faced in standing up to injustice.",1.0,http://paulgravett.com/articles/article/top_20_graphic_novels_comics_manga2,"Top 20 Graphic Novels , Comics & Manga",20191006T220000Z,paulgravett.com,The terminology and context of the article accurately reflect the historical events surrounding the Attica Prison uprising in 1971.,HIST_1971_UNK_050,6,digitized,single-source
True,murder,trans_woman,"Wagga Wagga, NSW",07 10 2019,"Mhelody Polan Bruno, a Filipina trans woman, was murdered through strangulation in Wagga Wagga. There are fears that she was also raped. A man was arrested and charged with manslaughter in connection to her death.",1.0,http://www.starobserver.com.au/news/national-news/new-south-wales-news/monday-vigils-for-murdered-trans-woman-mhelody-polan-bruno/187735,Monday vigils for murdered trans woman Mhelody Polan Bruno,20191005T100000Z,starobserver.com.au,"The article uses the term 'trans woman' to describe the victim, which aligns with historical terminology for transgender women.",HIST_2019_NSW_051,6,digitized,single-source
True,threat,general_lgbtiq,"Tschetschenien border, Russia",15 12 2019,"The LGBTI activist and his team symbolically raised the rainbow flag near the border of Chechnya, where LGBTI individuals face systematic persecution and torture. The activist receives hateful messages, including death threats, due to his public advocacy for LGBTI rights in Central Asia.",0.9,https://www.tagesspiegel.de/gesellschaft/queerspiegel/sieben-berge-fuer-queere-sichtbarkeit-eine-regenbogenfahne-auf-jedem-hoechsten-gipfel-hissen/25362926.html,Sieben Berge für queere Sichtbarkeit : Eine Regenbogenfahne auf jedem höchsten Gipfel hissen - Queer - Gesellschaft,20191223T130000Z,tagesspiegel.de,"The article discusses the challenges faced by the LGBTI community in Central Asia, using terminology like LGBTI and queer. The incident involves threats and discrimination against the activist, highlighting the ongoing hostility towards LGBTI individuals in the region.",HIST_2019_UNK_052,6,digitized,single-source
True,discrimination,general_lgbtiq,Hungary,30 11 2019,The Hungarian government decided to withdraw from the Eurovision Song Contest amidst increasing anti-LGBTQI rhetoric from the far-right government. The decision was criticized as discriminatory against LGBTQI individuals and was linked to the government's opposition to same-sex marriage and promotion of traditional family values.,1.0,https://www.starobserver.com.au/news/international-news-news/hungary-denies-it-withdrew-from-eurovision-because-its-too-gay/190708,Hungary denies it withdrew from Eurovision because it  too gay  ,20191130T104500Z,starobserver.com.au,"The terminology used in the article reflects the historical context of the time, where terms like 'homophobic' and 'LGBTQI' were used interchangeably with 'gay' and 'homosexual'. The incident described does not involve a specific criminal act but rather discriminatory actions against the LGBTQI community.",HIST_2019_UNK_053,6,digitized,single-source
True,harassment,trans_woman,"Murray Bridge, South Australia",01 01 2019,"A transgender woman in public housing in Murray Bridge, South Australia, faced ongoing harassment including transphobic graffiti, vandalism, and threats of violence. The victim's car was vandalized, and hate messages were directed at her, causing fear for her safety and well-being.",1.0,https://www.starobserver.com.au/news/national-news/south-australia/trans-public-housing-tenant-forced-to-endure-unsafe-home/190663,Trans public housing tenant forced to endure unsafe home,20191130T033000Z,starobserver.com.au,"The article uses terminology like 'transgender' and 'LGBTQI', reflecting the historical context of the mid-2010s.",HIST_2019_SA_054,6,digitized,single-source
True,harassment,trans_woman,"Murray Bridge, South Australia",25 10 2019,"A transgender woman in public housing faced ongoing harassment, including transphobic graffiti, vandalism, and threats of violence. The victim reported incidents to authorities but has not been relocated to safer accommodation despite ongoing harassment.",1.0,http://www.starobserver.com.au/news/national-news/south-australia/trans-public-housing-tenant-forced-to-endure-unsafe-home/190663,Trans public housing tenant forced to endure unsafe home,20191129T003000Z,starobserver.com.au,The article uses terminology like 'transgender' and 'LGBTQI hate graffiti' that align with historical usage.,HIST_2019_SA_055,6,digitized,single-source
True,murder,gay_man,"Jinja, Uganda",04 10 2019,"Brian Wasswa, a gay man and LGBTQI activist, was brutally murdered in his home in Jinja, Uganda. He was bludgeoned to death with a garden hoe, sparking calls for a thorough investigation into the fatal attack.",1.0,http://www.starobserver.com.au/news/gay-man-murdered-as-uganda-denies-reintroducing-kill-the-gays-bill/188380,Gay man murdered as Uganda denies reintroducing  Kill the Gays  bill,20191017T134500Z,starobserver.com.au,"The terminology and context of this article align with historical usage of terms like 'gay' and 'LGBTQI'. The incident clearly targets an individual based on their sexual orientation, meeting the criteria for a hate crime.",HIST_2019_UNK_056,6,digitized,single-source
True,discrimination,general_lgbtiq,Perugia,16 10 2019,"Stefano Bucaioni, a leader advocating for LGBTIQ+ rights, criticizes the Family Day movement for promoting discriminatory values against the LGBTIQ+ community. The movement's manifesto opposes existing anti-discrimination laws and seeks to limit the rights of LGBTIQ+ individuals and families.",1.0,http://www.perugiatoday.it/politica/intervista-stefano-bucaioni-omphalos-manifesto-pro-famiglia-tradizionale-reazionario.html,"Elezioni Regionali , intervista a Stefano Bucaioni :  Manifesto Family Day ? Reazionario ... ",20191016T190000Z,perugiatoday.it,"The article discusses discrimination against the LGBTIQ+ community in the context of political movements and values, rather than a specific criminal incident.",HIST_2019_UNK_057,6,digitized,single-source
True,assault,general_lgbtiq,"Melbourne, Australia",06 10 2019,"A 12-year-old Jewish boy in Melbourne was surrounded by a group of nine Muslim boys in a park, physically assaulted, forced to kneel, and kiss the shoes of one of the boys. The incident resulted in humiliation and injustice for the Jewish victim.",1.0,http://www.informazionecorretta.com/main.php?mediaId=115&sez=120&id=76186,Informazione Corretta,20191006T151500Z,informazionecorretta.com,"The article describes a targeted assault on a Jewish boy, which falls under the category of hate crime based on historical context.",HIST_2019_UNK_058,6,digitized,single-source
True,discrimination,trans_woman,"Seattle, Washington",01 07 2019,"A 33-year-old transgender woman, Paige A. Thompson, who worked as a software engineer in Seattle, was arrested in relation to a massive data breach which put over 100 million Capital One credit card applicants at risk.",1.0,https://www.breitbart.com/tech/2020/01/01/2019-the-year-of-massive-big-tech-data-breaches/,2019 : The Year of Massive Big Tech Data Breaches,20200101T160000Z,breitbart.com,"The term 'transgender woman' was used in the article to describe the victim, which aligns with historical terminology.",HIST_2019_WA_059,6,digitized,single-source
True,murder,trans_woman,Pakistan,15 01 2019,"Maya, a transgender woman, was killed by family members despite concerns for her safety. Several family members were arrested but denied involvement.",1.0,https://www.independent.co.uk/voices/justice-for-women-rape-cases-greece-victim-blaming-a9265751.html,There was little justice for women last year – 2020 has to be better,20200101T003000Z,independent.co.uk,The term 'transgender woman' may have been referred to as 'transsexual' during the time period of the article.,HIST_2019_UNK_060,6,digitized,single-source
True,discrimination,trans_woman,"Tokyo, Japan",15 12 2019,"A transgender woman employed by the Economy, Trade and Industry Ministry in Japan successfully sued her employer for denying her the right to use the bathroom that aligns with her gender identity. The Tokyo district court awarded damages to the woman for being forced to use a bathroom other than the women’s bathroom on her office’s floor.",1.0,http://www.windycitymediagroup.com/lgbt/WORLD-Gay-Muslim-MP-LGBTQ-mayor-weds-pro-trans-ruling-ambassadors/67688.html,"102 - WORLD Gay Muslim MP , LGBTQ mayor weds , pro - trans ruling , ambassadors - Gay Lesbian Bi Trans News Archive",20191224T143000Z,windycitymediagroup.com,"The term 'transgender' may have been less commonly used in the historical context of the article, but it accurately represents the individual's identity.",HIST_2019_UNK_061,6,digitized,single-source
True,discrimination,general_lgbtiq,Poland,18 12 2019,"The European Parliament condemned the 'LGBT ideology-free zones' in Poland, urging Warsaw to revoke resolutions targeting gays, lesbians, and transgender individuals. Over 80 cases of such resolutions were recorded in Poland in 2019.",1.0,https://www.dw.com/pt-br/parlamento-europeu-condena-zonas-livres-de-ideologia-lgbt-na-pol%C3%B4nia/a-51727176,Parlamento Europeu condena ″ zonas livres de ideologia LGBT ″ na Polônia | Notícias internacionais e análises | DW,20191218T223000Z,dw.com,The terminology used in the article reflects the historical context of the time period (2005-2019). The incident described involves discrimination against the LGBTIQ+ community in Poland.,HIST_2019_UNK_062,6,digitized,single-source
True,discrimination,trans_woman,not specified,15 12 2019,"The novel '犬' by 赤松利市 features transgender individuals as main characters, exploring themes of violence and warmth towards the transgender community. The author's portrayal of transgender individuals is described as very warm.",0.9,https://books.j-cast.com/2019/12/30010564.html,エンターテインメント小説の収穫 2019BOOK回顧 （ 11 ） 『 嘘と正典 』 | J - CAST BOOKウォッチ,20191230T020000Z,books.j-cast.com,"The article discusses a novel that features transgender characters and highlights the author's positive portrayal of transgender individuals, which aligns with historical challenges and acceptance within the LGBTIQ+ community.",HIST_2019_UNK_063,6,digitized,single-source
True,assault,general_lgbtiq,"秀茂坪順天邨天權樓地下大快活, Hong Kong",24 09 2019,"On September 24, 2019, in Hong Kong, a female journalist from Apple Daily was physically assaulted by four unidentified individuals wearing yellow helmets and masks. The journalist and her companion were severely injured, with the attackers fleeing the scene after the assault. The attackers warned the journalist to have her boss, Jimmy Lai, repay debts before fleeing.",1.0,https://www.ntdtv.com/b5/2019/12/14/a102729220.html,香港襲擊事件 蘋果日報懸賞50萬緝凶,20191214T070000Z,ntdtv.com,"The terminology used in the article may not explicitly mention LGBTIQ+ identities, but the incident occurred in the context of broader political tensions in Hong Kong, potentially targeting individuals associated with pro-democracy movements.",HIST_2019_UNK_064,6,digitized,single-source
True,sexual_violence,general_lgbtiq,"Western Sydney, NSW",26 06 2016,"A man, armed with a knife, sexually assaulted and bound a 13-year-old schoolgirl in bushland after luring her into his vehicle. He made videos of himself naked with her and threatened her with a knife during the assault.",1.0,https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=12293292,Child rapist finally unmasked as  reign of terror  attacker,20191212T034500Z,nzherald.co.nz,"The article describes a violent sexual assault targeting a young girl, falling within the realm of hate crime against the general LGBTIQ+ community.",HIST_2016_NSW_065,6,digitized,single-source
True,murder,trans_woman,"Massachusetts, USA",28 11 1998,"Rita Hester, a transgender woman, was murdered in Massachusetts, USA, leading to the establishment of the International Transgender Day of Remembrance in 1999.",1.0,https://www.pinknews.co.uk/2019/11/20/transgender-day-of-remembrance-uk-important-transphobia/,Transgender Day of Remembrance : What is it and why is it so important ? ,20191120T154500Z,pinknews.co.uk,The terminology and context of transgender issues in the late 1990s may differ from modern usage.,HIST_1998_SA_066,6,digitized,single-source
True,murder,trans_woman,"Wagga, NSW",01 01 2018,"Mhelody Polan Bruno, a transgender woman of colour from the Philippines, was violently killed in Wagga while on holiday. The community was shocked as the only person arrested in connection with her death was released on bail, highlighting ongoing violence against trans individuals.",1.0,https://junkee.com/trans-day-of-remembrance-australia/230894,Trans Day Of Remembrance : Why It Important In Australia,20191120T073000Z,junkee.com,"The article discusses violence against transgender individuals, using terminology like 'transgender' and 'trans woman'. The incident involving Mhelody Polan Bruno's death meets the criteria of a hate crime targeting the LGBTIQ+ community.",HIST_2018_NSW_067,6,digitized,single-source
True,murder,transgender,"Anabel Taylor Chapel, Ithaca",20 11 2019,A moving vigil commemorating the 370 lives lost due to anti-transgender hatred or prejudice over the past year for the International Transgender Day of Remembrance. The ceremony included reading out the names of the victims with Reverend Taylor Daynes emphasizing the importance of acknowledging these names.,1.0,https://cornellsun.com/2019/11/19/transgender-day-of-remembrance-vigil-commemorates-hundreds-of-lives-lost-in-the-past-year/,Transgender Day of Remembrance Vigil Commemorates Hundreds of Lives Lost In The Past Year,20191120T054500Z,cornellsun.com,The terminology and context of this article align with the historical usage of 'transgender' and 'LGBTQ+'. The incident described fits the criteria of a hate crime targeting the transgender community.,HIST_2019_UNK_068,6,digitized,single-source
True,discrimination,general_lgbtiq,Cook Islands,09 11 2019,The Cook Islands’ representative in Miss Jewel of the Pacific plans to raise awareness of the country’s intentions to recriminalize homosexuality during the pageant.,1.0,http://www.cookislandsnews.com/features/entertainment/item/74845-glittering-platforms,Glittering platforms,20191110T004500Z,cookislandsnews.com,"The terminology used in the article reflects the historical context of discussing LGBTIQ+ issues, where terms like 'homosexuality' were commonly used.",HIST_2019_UNK_069,6,digitized,single-source
True,discrimination,general_lgbtiq,"Purwakarta, West Java Province, Indonesia",09 11 2019,"Acep Saepudin's father sought an Islamic exorcism to 'cure' his son of being gay in Purwakarta, Indonesia. The exorcism was performed, but it did not change Saepudin's sexual orientation, leading to frustration and depression.",1.0,"http://www.newageislam.com/islam,-women-and-feminism/new-age-islam-news-bureau/islamic-exorcisms-used-as-a--cure--for-homosexuality-in-indonesia---if-i-am-muslim,-i-can%E2%80%99t-be-gay-/d/120223","Islamic Exorcisms Used As a  Cure  For Homosexuality in Indonesia :  If I Am Muslim , I Cant Be Gay , Islam , Women and Feminism , New Age Islam News Bureau , New Age Islam",20191109T153000Z,newageislam.com,"The article describes an incident in Indonesia involving an Islamic exorcism used as a 'cure' for homosexuality, reflecting discrimination against LGBTQ individuals in the country.",HIST_2019_WA_070,6,digitized,single-source
True,other,unknown,not specified,15 11 2019,NATO leaders agree to set up a committee of experts to analyze political decision-making after French President Emmanuel Macron's comments about the 'brain death' of the military alliance.,0.9,https://www.baynews9.com/fl/tampa/ap-top-news/2019/12/04/the-latest-macron-unapologetic-for-nato-brain-death-quip,The Latest : Macron unapologetic for NATO  brain death  quip,20191207T033000Z,baynews9.com,The article does not describe a specific incident targeting an LGBTIQ+ person or community involving criminal or harmful behavior.,HIST_2019_UNK_071,6,digitized,single-source
True,discrimination,general_lgbtiq,"Western Springs, Auckland",12 02 2014,"Odd Future, a rap group, was banned from entering New Zealand due to their history of inciting violence and promoting hatred, as perceived by Immigration officials. The ban was influenced by comparisons made by an anti-sex abuse group between the group's lyrics and a local sexual assault case.",0.9,https://www.newstalkzb.co.nz/news/national/rap-star-tyler-the-creator-to-play-bay-festival-after-immigration-ban-lifted/,Rap star Tyler The Creator to play Bay festival after Immigration ban lifted,20200101T220000Z,newstalkzb.co.nz,"The terminology and context of this incident align with the historical period (2005-2019), where the perception of certain lyrics and behaviors as promoting violence or hatred led to actions like bans on performers.",HIST_2014_UNK_072,6,digitized,single-source
True,threat,general_lgbtiq,"Western Springs, Auckland",12 02 2014,"Immigration officials viewed Odd Future's lyrics as homophobic and racist, leading to a ban on the group's performance. The ban was influenced by the group's history of inciting violence, with a specific incident of a police officer being hospitalized following a riot blamed on Odd Future in May 2011.",0.9,https://www.nzherald.co.nz/bay-of-plenty-times/news/article.cfm?c_id=1503343&objectid=12297590,Rap star Tyler The Creator to play Bay festival after Immigration ban lifted,20200101T101500Z,nzherald.co.nz,The terminology and context of this incident align with historical usage of the term 'homophobic' and 'racist' in relation to hate crimes against the LGBTIQ+ community.,HIST_2014_UNK_073,6,digitized,single-source
True,hate_speech,general_lgbtiq,Not specified,12 12 2019,"YouTube banned videos that maliciously insulted people based on their race, gender, or sexual orientation. A conservative commentator repeatedly attacked a producer using homophobic insults, leading to the crackdown on toxic users.",0.9,https://www.independent.co.uk/life-style/gadgets-and-tech/youtube-harassment-policy-new-malicious-insult-demonetisation-steven-crowder-carlos-maza-a9243356.html,YouTube bans  maliciously insulting  videos in crackdown on toxic users,20191212T110000Z,independent.co.uk,"The article describes hate speech targeting a person based on sexual orientation, falling under the category of LGBTIQ+ hate crime.",HIST_2019_UNK_074,6,digitized,single-source
True,discrimination,general_lgbtiq,"Fondazione Made in Cloister, Napoli",09 12 2019,"A chair with the inscription 'this is the chair of the gays' was found in a classroom, initially a target of bullying and discrimination, but later transformed into a positive symbol against homophobia and discrimination. The chair became a focal point at the OMOVIES Film Festival 2019 as a representation of embracing diversity.",1.0,https://www.napolitan.it/2019/12/09/94124/omovies-film-festival-2019/,Dal 9 al 14 dicembre al OMOVIES Film Festival 2019 : madrina la sedia  chest è a segg re gay  ,20191209T163000Z,napolitan.it,"The article describes an incident involving discrimination against the LGBTIQ+ community, where a chair symbolizing gay individuals was initially a target of negativity but later became a positive symbol. The terminology and context align with historical usage.",HIST_2019_UNK_075,6,digitized,single-source
True,hate_speech,general_lgbtiq,"Indiana University Bloomington, Indiana",02 11 2019,"A university professor shared an article stating women are too emotional for academia, drawing condemnation for peddling racist, sexist, and homophobic views. The professor used social media to push bigoted views against women, gay men, and black students.",1.0,https://www.independent.co.uk/news/world/americas/sexist-racist-indiana-university-professor-eric-rasmusen-first-amendment-a9212266.html,University professor with sexist and racist views cannot be fired due to first amendment,20191121T173000Z,independent.co.uk,"The article describes hate speech targeting various groups, including women, gay men, and black students, but does not involve a specific criminal or harmful behavior towards an individual.",HIST_2019_UNK_076,6,digitized,single-source
True,discrimination,gay_man,not specified,15 11 2019,Manoj Bajpayee won an award for playing a gay professor struggling against homophobic prejudice in the biopic Aligarh.,0.9,https://www.theguardian.com/world/2019/nov/21/parasite-wins-best-film-at-asia-pacific-screen-awards-as-oscars-campaign-looms,Parasite wins best film at Asia Pacific Screen awards as Oscars campaign looms,20191121T131500Z,theguardian.com,"The article mentions a film where the actor portrays a gay character facing discrimination, indicating a hate crime incident.",HIST_2019_UNK_077,6,digitized,single-source
True,assault,general_lgbtiq,"International Mining and Resources Conference (IMARC), Melbourne",30 10 2019,"During a peaceful protest at the International Mining and Resources Conference, Victoria Police brutally attacked protesters with chemical foam and pepper spray. One protester, a climber, was drenched in chemical foam by police in a retaliatory attack, causing burns. The police actions were seen as excessive and targeted towards the protesters.",1.0,https://www.greenleft.org.au/content/how-police-attacked-peaceful-protesters-protect-climate-criminals,How police attacked peaceful protesters to protect climate criminals,20191101T030000Z,greenleft.org.au,"The article describes a specific incident where protesters, including members of the LGBTIQ+ community, were targeted by police during a peaceful protest. The use of chemical foam and pepper spray by police against protesters, including one individual who was targeted in a retaliatory manner, aligns with the criteria of a hate crime.",HIST_2019_NT_078,6,digitized,single-source
True,discrimination,general_lgbtiq,not specified,15 10 2019,"The article mentions some homophobic phrases that have aged badly in the film 'The Monster Squad' (1987), which may be considered objectionable by some parents.",0.9,https://www.saturdayeveningpost.com/2019/10/horror-for-the-whole-family-halloween-movies-for-all-ages/,Horror for the Whole Family : Halloween Movies for All Ages | The Saturday Evening Post,20191018T004500Z,saturdayeveningpost.com,The article uses outdated terminology and mentions homophobic phrases that were more acceptable in the past.,HIST_2019_UNK_079,6,digitized,single-source
True,murder,gay_man,Uganda,12 10 2019,"The Ugandan government announced plans to reintroduce laws imposing the death penalty for homosexuality, targeting gay men. The proposed bill, known as the 'Kill the Gays' law, aims to criminalize and punish individuals involved in homosexual activities with the death sentence.",1.0,https://qnews.com.au/uganda-announces-plans-for-kill-the-gays-death-penalty-bill/,Uganda announces plans for  kill the gay death penalty bill,20191012T014500Z,qnews.com.au,The terminology and context of the article reflect the historical usage of terms like 'homosexuality' and 'gay' in discussing LGBTIQ+ issues.,HIST_2019_UNK_080,6,digitized,single-source
True,hate_speech,general_lgbtiq,not specified,04 10 2019,"Under proposed religious freedom laws, concerns raised about potential public shaming of rape survivors and unmarried women seeking contraception based on religious beliefs. Also, worries about denigration of homosexuality and blaming sexual assault survivors under the guise of religious expression.",0.9,https://www.brisbanetimes.com.au/national/victoria/sinful-and-dirty-fears-for-women-under-new-religious-freedom-laws-20191004-p52xpm.html,  Sinful and dirty : Fears for women under new religious freedom laws,20191004T063000Z,brisbanetimes.com.au,"The article discusses concerns related to the impact of proposed religious freedom laws on various groups, including the LGBTIQ+ community, highlighting potential harm and discrimination based on religious beliefs.",HIST_2019_UNK_081,6,digitized,single-source
True,harassment,trans_woman,"Chicago, Illinois",15 02 2019,"In February 2019, Hollywood actor Jussie Smollett, a black and gay man, was reported to be the subject of a racist and homophobic attack in Chicago. However, it was later revealed that the incident was staged by Smollett himself.",1.0,https://www.dailymail.co.uk/debate/article-7833715/DOUGLAS-MURRAY-Good-riddance-2019-year-politically-correct-woke-police.html,"DOUGLAS MURRAY : Good riddance 2019 , the year of the politically correct woke police",20191229T021500Z,dailymail.co.uk,"The article discusses various incidents related to the 'woke' culture, including the Jussie Smollett case, which was initially believed to be a hate crime but was later found to be fabricated.",HIST_2019_UNK_082,6,digitized,single-source
True,hate_speech,unknown,Sheffield Shield match,15 12 2019,"During a Sheffield Shield match, Australian cricketer James Pattinson allegedly engaged in a verbal altercation involving a homophobic slur.",0.9,https://www.nzherald.co.nz/sport/news/article.cfm?c_id=4&objectid=12294397,Cricket  Bodyline  war between Aussies and Black Caps heats up before Boxing Day test,20191216T194500Z,nzherald.co.nz,"The use of a homophobic slur in a sporting context can be considered a hate crime, reflecting the historical context of discrimination against LGBTIQ+ individuals.",HIST_2019_UNK_083,6,digitized,single-source
True,discrimination,general_lgbtiq,"Ram Bar, Kampala",10 11 2019,"67 people were charged with causing a nuisance after being arrested in a gay-friendly bar in Kampala, Uganda. The police claimed the raid was for enforcing the Tobacco Control Act, but activists condemned it as a homophobic attack.",1.0,http://www.windycitymediagroup.com/lgbt/WORLD-Ugandan-raid-popes-statement-Turkish-university-Peruvian-movie/67476.html,"72 - WORLD Ugandan raid , pope statement , Turkish university , Peruvian movie - Gay Lesbian Bi Trans News Archive",20191118T170000Z,windycitymediagroup.com,The terminology used in the article reflects the historical context of the time period (2005-2019).,HIST_2019_UNK_084,6,digitized,single-source
True,hate_speech,general_lgbtiq,Not specified,15 11 2019,"James Pattinson made an alleged homophobic remark during a cricket match, resulting in a one-match ban. The incident was described as a 'cheap sledge' and 'out of place in this era'.",0.9,https://www.sen.com.au/news/2019/11/18/pattinson-hasnt-moved-with-the-times-after-cheap-sledge-craddock/,James Pattinson  hasnt moved with the times  after  cheap sledge  cost him Test spot,20191118T094500Z,sen.com.au,"The article describes an incident where James Pattinson allegedly made a homophobic remark, which falls under hate speech targeting the general LGBTIQ+ community.",HIST_2019_UNK_085,6,digitized,single-source
True,hate_speech,general_lgbtiq,"Melbourne Cricket Ground, Melbourne",18 11 2019,Fast bowler James Pattinson allegedly directed a homophobic slur at a friend and former teammate during a Sheffield Shield match at the MCG.,1.0,https://7news.com.au/sport/cricket/pattinson-takes-break-from-test-camp-c-561955,Banned bowler James Pattinson granted leave after alleged homophobic slur,20191118T034500Z,7news.com.au,The article describes an incident involving a homophobic slur directed at an individual within the general LGBTIQ+ community.,HIST_2019_UNK_086,6,digitized,single-source
True,hate_speech,unknown,not specified,17 11 2019,"James Pattinson was suspended for a reported homophobic slur, potentially costing himself a spot in the test side against Pakistan.",0.9,https://www.sen.com.au/news/2019/11/17/has-james-pattinson-cost-himself-a-spot-in-the-test-side/,Has James Pattinson cost himself a spot in the test side ? ,20191117T234500Z,sen.com.au,"The article reports a homophobic slur incident involving James Pattinson, which aligns with the historical context of hate crimes against the LGBTIQ+ community.",HIST_2019_UNK_087,6,digitized,single-source
True,hate_speech,unknown,not specified,15 11 2019,"James Pattinson was banned for using an alleged homophobic slur towards an opponent during a cricket match, leading to his exclusion from the Test arena against Pakistan.",1.0,https://www.dailymail.co.uk/news/article-7694369/Test-bowler-James-Pattinson-ruled-Test-against-Pakistan-homophobic-slur.html,Test bowler James Pattinson ruled out of first Test against Pakistan for  homophobic slur  ,20191117T090000Z,dailymail.co.uk,"The incident involves the use of a homophobic slur, which is considered a form of hate speech targeting the LGBTIQ+ community.",HIST_2019_UNK_088,6,digitized,single-source
True,discrimination,general_lgbtiq,Brazil,05 11 2019,"The report highlights the increase in fake news, manipulated images, and conspiracy theories spread on platforms like YouTube and WhatsApp during the 2018 presidential elections in Brazil, targeting various political figures and using homophobic rumors and misleading information.",1.0,https://www.dw.com/pt-br/brasil-cai-em-ranking-de-liberdade-na-internet/a-51110332,Brasil cai em ranking de liberdade na internet | Notícias e análises sobre os fatos mais relevantes do Brasil | DW,20191105T153000Z,dw.com,"The article discusses the impact of digital interference in the 2018 Brazilian elections, including the spread of discriminatory content targeting political opponents.",HIST_2019_UNK_089,6,digitized,single-source
True,assault,gay_man,Outskirts of Johannesburg,01 01 2005,"Johannes Radebe, a Strictly Come Dancing star, was brutally beaten with a baseball bat by a classmate who called him homophobic slurs like 'f****t' and 'disgusting' when he was 17 years old in Johannesburg.",1.0,https://www.out.com/television/2019/10/28/strictly-come-dancing-star-describes-brutal-homophobic-beating,"  Strictly Come Dancing  Star Describes Brutal , Homophobic Beating",20191028T223000Z,out.com,The article describes a specific incident targeting an individual from the LGBTIQ+ community involving criminal behavior. Historical terminology and context are considered.,HIST_2005_UNK_090,6,digitized,single-source
True,other,general_lgbtiq,"Nantyffyllon, Maesteg",04 10 2019,"The article mentions attacks on Leanne Wood, including being labeled as homophobic, among other things, for her political stance. No specific criminal behavior targeting an LGBTIQ+ individual or community is described.",0.7,https://www.walesonline.co.uk/news/local-news/south-wales-echo-letters-friday-17029654,"South Wales Echo letters : Friday , October 4 , 2019",20191004T080000Z,walesonline.co.uk,"The article discusses attacks on a politician, Leanne Wood, including being labeled as homophobic. However, the context does not provide evidence of a specific hate crime incident targeting an LGBTIQ+ individual or community.",HIST_2019_NT_091,6,digitized,single-source
True,harassment,gender_diverse,"New Taipei City, Taiwan",31 10 2011,"A gender-diverse junior high school student, Yang Yuncheng, died by suicide after being bullied by classmates for being effeminate, leading to fear of attending school.",1.0,https://www.thenewslens.com/article/129375,葉永鋕離開快20年 ，「 娘炮 」、「 甲甲 」 等詞彙卻從未真正自校園消失 - The News Lens 關鍵評論網,20191231T041500Z,thenewslens.com,"The article discusses gender-based bullying incidents in Taiwan, using terms like '娘娘腔' (effeminate) and '同性戀' (homosexual) which were common in the historical context.",HIST_2011_WA_092,6,digitized,single-source
True,assault,general_lgbtiq,"Bialystok, Poland",01 07 2019,"During the Gay Pride Parade in Bialystok, Poland, attackers stormed the crowd and set off smoke bombs, targeting the LGBTQ+ community.",1.0,http://www.chinapress.com.my/20191220/%E2%97%A4%E5%BE%B7%E5%9B%BD%E4%B9%8B%E5%A3%B0%E2%97%A2-%E6%AC%A7%E6%B4%B2%E8%AE%AE%E4%BC%9A%E8%B0%B4%E8%B4%A3%E6%B3%A2%E5%85%B0%E6%97%A0lgbti%E5%8C%BA/,◤德国之声◢ 欧洲议会谴责波兰  无LGBTI  区 | 中國報 China Press,20191220T051500Z,chinapress.com.my,The article discusses the presence of 'LGBT-free' zones in Poland and the prevalence of discrimination and violence against the LGBTQ+ community in the country.,HIST_2019_UNK_093,6,digitized,single-source
True,sexual_violence,unknown,"Christchurch Men's Prison, Christchurch",01 01 2006,"A man lured his 24-year-old neighbor into his room, held him at knifepoint, tied him up, sexually assaulted him for 17 hours, and threatened to kill him. The victim was gagged, had his clothes cut away, and was throttled until he couldn't breathe.",1.0,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12295010,No parole for recidivist trans - Tasman sex offender,20191218T024500Z,nzherald.co.nz,"The article describes a severe case of sexual violence against a male victim. While the victim's identity is not explicitly mentioned, the nature of the crime indicates a hate crime targeting an individual based on their perceived sexual orientation or gender identity.",HIST_2006_UNK_094,6,digitized,single-source
