title,url,source_date,incident_type,date,location,victim_identity,description,severity,perpetrator_info,latitude,longitude
Perth Mayor Basil Zempilas has home vandalised after transgender comments,https://www.dailymail.co.uk/news/article-8902085/Perth-Mayor-Basil-Zempilas-home-vandalised-transgender-comments.html,20201101T130000Z,vandalism,,Perth,unknown,Perth Mayor Basil Zempilas had his home vandalised after making controversial comments about transgender individuals.,medium,Perpetrators unknown,-31.9558967,115.8605784
Comedy group office petrol bombed after outcry over Netflix film depicting Jesus as gay,https://www.independent.co.uk/news/world/americas/porto-dos-fundos-netflix-comedy-jesus-brazil-molotov-cocktail-first-temptation-of-christ-a9260216.html,20191226T004500Z,vandalism,,Melbourne,unknown,A comedy group office in Melbourne was petrol bombed following an outcry over a Netflix film depicting Jesus as gay. The incident is believed to be in response to the controversial film.,medium,Perpetrators have not been identified,-37.8142454,144.9631732
Drag Event In Melbourne Postponed After Protests Threats From Neo - Nazis,https://www.starobserver.com.au/news/drag-event-in-melbourne-postponed-after-protests-threats-from-neo-nazis/219103,20221208T050000Z,threat,,Melbourne,LGBTIQ+,"A drag event in Melbourne was postponed due to threats from Neo-Nazis, causing safety concerns for the LGBTIQ+ community.",medium,Neo-Nazis,-37.8142454,144.9631732
Melbourne : Amokfahrer stach zuvor auf schwulen Bruder ein,https://www.queer.de/detail.php?article_id=28044,20190121T011500Z,assault,,Melbourne,gay,"The 26-year-old Dimitrious Gargasoulas, who killed five people on Friday, had previously critically injured his brother: 'I will kill all gays.'",high,,-37.8142454,144.9631732
Egypt sentences TV host to jail over gay interview,https://www.timesofisrael.com/liveblog_entry/egypt-sentences-tv-host-to-jail-over-gay-interview/,20190120T204500Z,other,,Egypt,gay,Egypt sentences TV host to jail over gay interview,medium,TV host,-27.676714,152.0984109
Hero saved female paramedic from being attacked in Melbourne by Rainbow Serpent festivalgoer,https://www.dailymail.co.uk/news/article-6651525/Hero-saved-female-paramedic-attacked-Melbourne-Rainbow-Serpent-festivalgoer.html,20190131T054500Z,assault,,"Rainbow Serpent festival, Lexton",female paramedic,"A female paramedic was saved from being attacked by a festivalgoer at the Rainbow Serpent festival in Lexton, Melbourne. The festivalgoer was subdued by a hero before causing harm to the paramedic.",medium,Rainbow Serpent festivalgoer,-37.375,143.475
Paramedic horrifically bashed after treating man suspected of coming back from Rainbow Serpent,https://www.dailymail.co.uk/news/article-6650375/Paramedic-horrifically-bashed-treating-man-suspected-coming-Rainbow-Serpent.html,20190130T234500Z,assault,,Melbourne CBD,unknown,A paramedic was horrifically bashed after treating a man suspected of coming back from Rainbow Serpent festival in Melbourne CBD.,high,,-37.8141705,144.9655616
Ποινικές διώξεις σε δύο άτομα για τον ξυλοδαρμό του Τζήλου,http://athina984.gr/wp-site/2019/01/29/poinikes-dioxeis-se-dyo-atoma-gia-ton-xylodarmo-toy-tziloy/,20190129T110000Z,assault,,Αθήνα,general_lgbtiq,Two individuals are facing criminal charges for the assault of Tzilos in Athens.,medium,,-35.3459329,149.1534339
Lismore rainbow crossing vandalised with biblical message during LGBTI festival,http://www.starobserver.com.au/news/national-news/new-south-wales-news/lismore-rainbow-crossing-vandalised-with-biblical-message-during-lgbti-festival/174807,20190102T054500Z,vandalism,,Lismore,general_lgbtiq,A recently unveiled rainbow crossing in Lismore was vandalised with biblical graffiti during an LGBTI festival.,low,,-28.8077608,153.2791883
Bible message scrawled across new rainbow walkway,https://www.coffscoastadvocate.com.au/news/mayor-hits-back-at-message-on-new-rainbow-walkway/3612766/,20190102T003000Z,vandalism,,rainbow walkway,general_lgbtiq,"A Bible message was scrawled across a new rainbow walkway, potentially targeting the LGBTIQ+ community.",low,,-28.814,153.277
Rainbow crossing vandalized with Bible scripture,https://www.gaystarnews.com/article/rainbow-crossing-vandalized-with-bible-scripture/,20190101T171500Z,vandalism,,Rainbow crossing,general_lgbtiq,A rainbow crossing was vandalized with Bible scripture,low,,-33.8811873,151.216626
Imprisoned Hizbutnik Ismail Al - Wahwah Says  Jews Are  The Most Evil Creatures Of Allah  ,http://sheikyermami.com/2019/02/imprisoned-hizbutnik-ismail-al-wahwah-says-jews-are-the-most-evil-creatures-of-allah/,20190219T103000Z,hate_speech,,Sydney,general_lgbtiq,"Ismail Al-Wahwah, a Hizbut Tahrir member imprisoned for hate speech, made derogatory remarks about Jews being the most evil creatures of Allah.",medium,Ismail Al-Wahwah,-33.8698439,151.2082848
The two brothers arrested in connection with the alleged attack on  Empire  star Jussie Smollett have been released without charge - 19 - Feb - 2019,"https://home.nzcity.co.nz/news/article.aspx?id=285026&fm=psp,tst",20190218T211500Z,assault,2019-02-18,Chicago,unknown,Two brothers were arrested in connection with the alleged attack on 'Empire' star Jussie Smollett in Chicago. The 36-year-old actor required hospital treatment after a suspected racist and homophobic attack.,high,Two brothers,-33.7598838,150.9090178
You Wont Believe Brunei New Laws Effective April 3rd ; Read Them Here : Gay = Death,https://www.redstate.com/alexparker/2019/03/31/wont-believe-bruneis-new-laws-effective-april-3rd-read-gay-death/,20190401T024500Z,other,,Brunei,gay,Brunei has implemented new laws effective April 3rd that equate being gay to death penalty,high,,-14.40559,124.96866
SA Police appeal for information over unsolved  gay bashing  murders of two Adelaide men,http://www.starobserver.com.au/news/national-news/south-australia/sa-police-appeal-for-information-over-unsolved-gay-bashing-murders-of-two-adelaide-men/180265,20190401T110000Z,murder,,Adelaide,gay,SA Police are appealing for information regarding the unsolved 'gay bashing' murder cases of Adelaide men David Saint and Robert Mark Woodland.,high,,-34.9281805,138.5999312
LGBTI - inclusive Brisbane church speaks out against homophobic and racist graffiti attacks,http://www.starobserver.com.au/news/national-news/queensland-news/lgbti-inclusive-brisbane-church-speaks-out-against-homophobic-and-racist-graffiti-attacks/178834,20190308T073000Z,vandalism,,Metropolitan Community Church Brisbane,general_lgbtiq,The pastor of the LGBTI-inclusive Metropolitan Community Church Brisbane has spoken out about a spate of homophobic and racist graffiti on the property.,medium,,-27.469,153.023
Federal election 2019 : Liberal Gurpal Singh paedophilia comments slammed,https://www.geelongadvertiser.com.au/news/national/federal-election/scott-morrison-under-pressure-to-dump-gays-are-paedophiles-liberal-candidate-gurpal-singh/news-story/5c95bfdd8a9f9b76c77e3641797f4de7?nk=a5a33857add3136573c1b08db8f03bc7-1557451910,20190510T014500Z,hate_speech,,Geelong,general_lgbtiq,Liberal Gurpal Singh's paedophilia comments were slammed in relation to the Federal election 2019.,medium,Gurpal Singh,-38.1493248,144.3598241
Eric Michels murder : Chemsex serial killer drug dealer found guilty of killing James Bond actor,https://www.independent.co.uk/news/uk/crime/eric-michels-murder-trial-gerald-matovu-stephen-port-chemsex-ghb-grindr-a9005261.html,20190715T130000Z,murder,2019-07-15,Surrey,gay,Gerald Matovu was found guilty of killing James Bond actor Eric Michels by plying him with a fatal dose of GHB at his home in Surrey.,high,Gerald Matovu,-38.0415841,145.1099642
Ex - Die Antwoord Crew Member Says Video Shows  Homophobic Attack  ,https://www.dailydot.com/irl/die-antwoord-hate-crime/,20190821T191500Z,hate_speech,,Cape Town,gay,Ex-Die Antwoord crew member claims video shows homophobic attack in Cape Town.,medium,,-16.0887845,145.4622111
Gay man and brother attacked by thugs in anti - gay attack at Westfield,https://www.pinknews.co.uk/2019/09/19/westfield-shopping-centre-gay-man-attacked-queensland-australia/,20190919T104500Z,assault,,Westfield,gay,A gay man and his brother were attacked by thugs in an anti-gay attack at Westfield.,high,thugs,-33.817805,151.0020864
Australian gay man hunted down and beaten by  bloodthirsty  teenagers,https://www.metroweekly.com/2019/09/australian-gay-man-hunted-down-and-beaten-by-bloodthirsty-teenagers/,20190919T214500Z,assault,,Sydney,gay,Australian gay man hunted down and beaten by bloodthirsty teenagers,high,teenagers,-33.8688,151.2093
Man charged after death of Filipina trans woman in NSW,https://www.theguardian.com/australia-news/2019/sep/27/man-charged-after-death-of-filipina-trans-woman-in-nsw,20190927T064500Z,assault,2019-09-27,"Riverina, NSW",transgender,A man has been charged after the death of 25-year-old Filipina trans woman Mhelody Polan Bruno in New South Wales.,high,,-35.1082,147.3598
Nylex clock : Swastikas painted on iconic Nylex building,https://www.brisbanetimes.com.au/national/victoria/swastikas-painted-on-iconic-nylex-building-20191023-p533dz.html,20191023T023000Z,vandalism,2019-10-23,Melbourne's south-east,general_lgbtiq,The iconic Nylex building in Melbourne's south-east was defaced with swastikas.,medium,,-33.7714363,151.1885679
Luke Pollard : Homophobic graffiti daubed on Labour MP constituency office,https://www.independent.co.uk/news/uk/politics/luke-pollard-labour-mp-homophobic-graffiti-office-vandalism-plymouth-a9173526.html,20191027T211500Z,vandalism,2019-10-27,Plymouth,unknown,Homophobic graffiti was daubed on Labour MP Luke Pollard's constituency office in Plymouth. This incident occurred days after 'die Blair' was scrawled on the politician's workplace.,medium,,-38.0302891,145.3564015
Why Victoria needs to confront its homophobic past : Seb Starcevic,http://www.starobserver.com.au/news/national-news/victoria-news/why-victoria-needs-to-confront-its-homophobic-past-seb-starcevic/188029,20191010T104500Z,assault,1991-03-XX,"Melbourne, Victoria",unknown,"23-year-old Robert Murley was accused of bashing, stabbing and almost decapitating 65-year-old Joe Godfrey in March 1991",high,Robert Murley claimed Godfrey had made a sexual,-37.8136,144.9631
Adelaide Pride Walk defaced by  Jesus loves you  graffiti,http://www.starobserver.com.au/news/adelaides-pride-walk-defaced-by-jesus-loves-you-graffiti/189124,20191030T133000Z,vandalism,,Adelaide CBD,general_lgbtiq,A man was caught on video vandalising Adelaide's iconic CBD Pride Walk with the words 'Jesus loves you'. The local council described it as disappointing.,medium,,-34.9334107,138.6006227
Adelaide Rainbow Walk vandalised,https://www.abc.net.au/news/2019-10-28/rainbow-walk-vandalised-in-adelaides-light-square/11647272,20191028T081500Z,vandalism,2019-10-28,Adelaide's Light Square,general_lgbtiq,"The Rainbow Walk in Adelaide's Light Square was vandalised with white text saying 'Jesus Loves You', impacting the colorful path celebrating the LGBTIQ+ community.",low,,-34.9260344,138.5925208
Wife basher t - shirt displayed in Mandurah store Krazy Tees in wake of Hannah Clarke death - ABC News ( Australian Broadcasting Corporation ) ,https://www.abc.net.au/news/2020-02-28/wife-basher-t-shirt-krazy-tees-mandurah-hannah-clarke-attack/12011456,20200228T071500Z,hate_speech,,Mandurah store Krazy Tees,general_lgbtiq,"A t-shirt with the phrase 'Wife basher' displayed in a Mandurah store has sparked controversy, with the store owner claiming it's a joke but domestic violence advocates condemning it as a 'hate crime message' following the death of a mother and three children.",medium,,-32.529,115.744
Jordan was abused just for holding his boyfriend hand,https://www.sbs.com.au/news/jordan-was-abused-just-for-holding-his-boyfriend-s-hand,20200227T121500Z,harassment,,Sydney CBD,gay,Jordan was verbally abused and harassed by strangers on a busy street in Sydney CBD simply for holding his boyfriend's hand.,medium,,-33.8747234,151.2053644
Considering Matthew Shepard,https://www.starobserver.com.au/sponsored-content/considering-matthew-shepard/192312,20200205T070000Z,assault,,Wyoming,gay,"In 1998, Matthew Shepard, a first-year college student in Wyoming, was kidnapped, beaten, and left to die in a brutal anti-gay hate crime that inspired anguish and outrage.",high,,-33.4066667,151.3594444
Ex - AFL Women star Moana Hope reveals the disgusting homophobic slurs levelled at her and Dustin Martin that made her turn her back on the game for good,http://www.msn.com/en-nz/news/world/ex-afl-womens-star-moana-hope-reveals-the-disgusting-homophobic-slurs-levelled-at-her-and-dustin-martin-that-made-her-turn-her-back-on-the-game-for-good/ar-BB10c46t,20200220T140000Z,hate_speech,,Melbourne,gay,Ex-AFL Women star Moana Hope revealed the disgusting homophobic slurs directed at her and Dustin Martin that led her to turn her back on the game for good.,medium,,-37.8136,144.9631
$2 million reward offered to help solve murder of gay man found naked at the bottom of a cliff,https://news.yahoo.com/2-million-reward-offered-help-205510582.html,20200311T194500Z,murder,,cliff,gay,A $2 million reward is being offered to help solve the murder of a gay man who was found naked at the bottom of a cliff.,high,,-34.9595171,116.4109937
Reward doubled to $2 million by family over historical gay hate crime,https://www.starobserver.com.au/news/national-news/reward-doubled-to-2-million-by-family-over-historical-gay-hate-crime/193414,20200310T230000Z,murder,,"North Head, Manly, Sydney",gay,"The family of Scott Johnson, a man who was killed in a suspected gay hate crime three decades ago, has matched the $1 million reward offered by NSW Police.",high,,-33.8131,151.2981
Rugby news | Raelene Castle death threat from Israel Folau supporter,https://wwos.nine.com.au/rugby/raelene-castle-israel-folau-death-threat-rugby-australia-hearing/47afb748-21c1-4a6c-b74c-d7a22fb1c2f8,20200426T003000Z,threat,2020-04-25,"Moore Park, Sydney",general_lgbtiq,"Raelene Castle, CEO of Rugby Australia, received a death threat from a supporter of Israel Folau, as reported. Police were contacted, and security was increased around Castle.",medium,Supporter of Israel Folau,-33.8919,151.2244
Scott Johnson case : Trip to top - up Opal card ends in arrest for 1988 gay - hate murder,https://www.theage.com.au/national/nsw/trip-to-top-up-opal-card-ends-in-arrest-for-1988-gay-hate-murder-20200513-p54si2.html,20200513T064500Z,murder,1988-XX-XX,Sydney Harbour,gay,"Scott Johnson, a gay man, was murdered in a gay-hate crime in 1988 near Sydney Harbour. His case has recently seen progress with a man being arrested for the murder.",high,Man arrested for the murder,-33.8645376,151.234277
Suspect arrested in 1988 cold - case death of American in Australia,https://www.adn.com/nation-world/2020/05/12/suspect-arrested-in-1988-cold-case-death-of-american-in-australia/,20200512T210000Z,assault,1988-XX-XX,Sydney,gay,"More than 30 years after Scott Johnson fell off a cliff in Sydney, a man has been charged with his death in an alleged gay hate crime.",high,Man charged with the death of Scott Johnson,-33.8698439,151.2082848
American fatal fall off Sydney cliff ruled gay hate crime,https://watermarkonline.com/2017/12/01/americans-fatal-fall-off-sydney-cliff-ruled-gay-hate-crime/,20200513T191500Z,fatal fall,,Sydney cliff,gay,An American man's fatal fall off a cliff in Sydney has been ruled as a gay hate crime.,high,,-33.8525478,151.2104617
"A man was pushed from a cliff in an anti - gay hate crime decades ago , police say . Now theyve arrested a suspect",https://www.wmtw.com/article/a-man-was-pushed-from-a-cliff-in-an-anti-gay-hate-crime-decades-ago-police-say-now-theyve-arrested-a-suspect/32456589,20200513T160000Z,assault,not specified,Sydney,gay,A man was pushed from a cliff in an anti-gay hate crime decades ago. Police have now arrested a suspect in connection with the incident.,high,suspect arrested,-33.8698439,151.2082848
Tombé dune falaise : la mort de Scott Johnson n  était pas un suicide mais un crime homophobe,https://www.parismatch.com/Actu/Faits-divers/Tombe-du-haut-d-une-falaise-la-mort-de-Scott-Johnson-n-etait-pas-un-suicide-mais-un-crime-homophobe-1685292,20200513T144500Z,crime,,falaise,gay,"Scott Johnson est décédé en tombant d'une falaise, mais des enquêtes récentes suggèrent qu'il s'agissait en fait d'un crime homophobe et non d'un suicide.",high,,-27.5970596,153.0573853
Man charged in Australia for gay man 1988 killing,https://www.heraldlive.co.za/news/world/2020-05-13-man-charged-in-australia-for-gay-mans-1988-killing/,20200513T093000Z,killing,1988-XX-XX,Sydney,gay,A man has been charged in Australia for the killing of a gay man in 1988 in Sydney. The victim's identity has not been disclosed in the article.,high,Man charged for the killing,-33.8698439,151.2082848
Australian Authorities Make Arrest In Apparent Hate Crime Murder Of Gay Man In 1988 – Nation & World News,https://www.wuft.org/nation-world/2020/05/12/australian-authorities-make-arrest-in-apparent-hate-crime-murder-of-gay-man-in-1988/,20200513T090000Z,murder,1988-XX-XX,Darlinghurst,gay,Australian authorities have made an arrest in the apparent hate crime murder of a gay man in 1988 in Darlinghurst. The victim's identity has not been disclosed at this time.,high,arrest made,-33.8783381,151.219225
Arrest Made in 1988 Murder of Gay American Chased Off Sydney Cliff,https://www.advocate.com/crime/2020/5/12/arrest-made-1988-murder-gay-american-chased-sydney-cliff,20200512T230000Z,murder,1988-XX-XX,Sydney Cliff,gay,"Arrest made in the 1988 murder of Scott Johnson, a gay American who was chased off a cliff in Sydney. His death was initially ruled a suicide.",high,"Arrest made, details not specified",-33.8525478,151.2104617
Man charged with murder over death of gay man who fell from cliff more than 30 years ago,https://www.dailystar.co.uk/news/latest-news/man-charged-murder-over-death-22016965,20200512T203000Z,murder,,cliff (specific location not mentioned),gay,A man has been charged with murder over the death of a gay man who fell from a cliff more than 30 years ago. The incident is being investigated as a hate crime.,high,Man charged with murder,-33.8131,151.2981
Australian charged for killing gay student 32 years ago,http://theshillongtimes.com/2020/05/13/australian-charged-for-killing-gay-student-32-years-ago/,20200512T201500Z,killing,,"North Head, Manly, Sydney",gay,Australian charged for killing gay student 32 years ago,high,Australian individual,-33.8131,151.2981
Μία σύλληψη για δολοφονία γκέι φοιτητή το 1988 - Έγκλημα μίσους η « αυτοκτονία » ,https://www.lifo.gr/now/world/282063/mia-syllipsi-gia-dolofonia-gkei-foititi-to-1988-egklima-misoys-i-aytoktonia,20200512T201500Z,murder,1988-XX-XX,Sydney,gay,An Australian man was arrested for the murder of a gay American student in Sydney 32 years ago.,high,Australian man,-33.8698439,151.2082848
Suspect arrested in 30 year old apparent homophobic cold case death of American man in Sydney,https://news.yahoo.com/suspect-arrested-30-old-apparent-143129818.html,20200512T163000Z,death,,Sydney,unknown,A suspect has been arrested in connection with the 30-year-old apparent homophobic cold case death of an American man in Sydney. The case is currently under investigation by authorities.,high,suspect arrested,-33.8698439,151.2082848
Man charged 32 years after gay student murdered in apparent hate crime,https://www.independent.co.uk/news/world/australasia/scott-johnson-murder-australia-us-gay-student-charge-a9510286.html,20200512T161500Z,murder,2020-05-12,Sydney,gay,"Scott Johnson, a gay student, was murdered in an apparent hate crime 32 years ago. Police believe his killing was just one of many targeted attacks over several decades.",high,Man charged after 32 years,-33.8698439,151.2082848
Aussie arrested after 32 years for killing gay student,http://www.navhindtimes.in/aussie-arrested-after-32-years-for-killing-gay-student/,20200512T160000Z,killing,,Sydney,gay,Aussie man arrested after 32 years for killing a gay student in Sydney.,high,,-33.8698439,151.2082848
Australian charged for killing gay student 32 years ago,https://www.prokerala.com/news/articles/a1040216.html,20200512T094500Z,murder,1988-XX-XX,Sydney,gay,"Australian man charged for killing a gay student in Sydney 32 years ago. The suspect, Scott Price, was arrested at his Sydney home and will face court.",high,"Scott Price, 49",-33.8698439,151.2082848
MasterChef favourite Reynold embroiled in gay - hate scandal,https://www.dailymail.co.uk/tvshowbiz/article-8368123/MasterChef-favourite-Reynold-embroiled-gay-hate-scandal.html,20200529T061500Z,hate speech,,Sydney,gay,MasterChef contestant Reynold embroiled in a scandal involving homophobic comments.,low,,-33.8698439,151.2082848
City neo - Nazi group seen as  ticking time bombs  ,https://www.echonews.com.au/news/the-neo-nazi-group-prowling-melbournes-streets/4017463/,20200518T043000Z,threat,,Melbourne,general_lgbtiq,"A city neo-Nazi group is seen as ticking time bombs, posing a threat to the LGBTIQ+ community in the area.",medium,Neo-Nazi group,-37.8136,144.9631
Leicester graduate murdered with a Tesco carrier bag by abusive husband - so he could run away with his gay lover,https://www.leicestermercury.co.uk/news/leicester-news/leicester-graduate-murdered-tesco-carrier-4366992,20200727T121500Z,murder,,Leicester,gay,A Leicester graduate was murdered by his abusive husband using a Tesco carrier bag so he could run away with his gay lover.,high,abusive husband,-29.5898491,150.3712774
Scott Johnson : Police fault gay hate murder took 30 years to solve,https://www.pinknews.co.uk/2020/09/01/scott-johnson-gay-hate-murder-sydney-australia-investigation-coroner-jacqueline-milledge/,20200901T163000Z,murder,,Manly,gay,The police have been faulted for taking 30 years to solve the gay hate murder of Scott Johnson in Manly.,high,,-33.7971937,151.2879845
Brother 30 - year fight to convince police Scott Johnson was the victim of a gay hate crime,https://www.dailymail.co.uk/news/article-8681839/Brothers-30-year-fight-convince-police-Scott-Johnson-victim-gay-hate-crime.html,20200831T220000Z,assault,,"North Head, Manly",gay,"Brother's 30-year fight to convince police that Scott Johnson was the victim of a gay hate crime at North Head, Manly.",high,,-33.8130902,151.2981105
Australian police arrest man for 1988 murder of gay American,https://www.metroweekly.com/2020/05/australian-police-arrest-man-1988-murder-gay-american/,20200513T223000Z,murder,1988-XX-XX,"North Head, Manly, Sydney",gay,Australian police have arrested a man in connection with the 1988 murder of a gay American individual. The case is being investigated as a hate crime.,high,man arrested for the murder,-33.8131,151.2981
Australian arrested for homophobic killing of gay American after more than 30 years,https://news.yahoo.com/australian-arrested-homophobic-killing-gay-195724565.html,20200512T211500Z,killing,,"North Head, Manly, Sydney",gay,An Australian man has been arrested for the homophobic killing of a gay American after more than 30 years. The incident highlights the ongoing issue of violence against the LGBTIQ+ community.,high,Australian man,-33.8131,151.2981
Police arrest suspect more than 30 years after American man death in Sydney,https://www.theglobeandmail.com/world/article-police-arrest-suspect-more-than-30-years-after-american-mans-death-in/,20200512T173000Z,assault,,Sydney,gay,A 49-year-old man was charged with Scott Johnson’s death in an apparent gay hate crime that police believe was one of many over several years.,high,,-33.8698439,151.2082848
Hate crime charges added in gruesome Grindr attack on gay teen,https://www.nbcnews.com/feature/nbc-out/hate-crime-charges-added-gruesome-grindr-attack-gay-teen-n1256155,20210129T174500Z,assault,,Grindr meetup in Sydney,gay,Hate crime charges were added in a gruesome attack on a gay teen during a Grindr meetup in Sydney. The victim suffered serious injuries in the assault.,high,,-33.8688,151.2093
Scott Johnson : Man accused of 1988 gay hate murder pleads not guilty,https://www.pinknews.co.uk/2021/01/28/scott-price-johnson-1988-sydney-australia-murder-not-guilty/,20210128T194500Z,murder,,Sydney,gay,Man accused of 1988 gay hate murder pleads not guilty,high,Man accused of the murder,-33.8698439,151.2082848
Nazi hikers claim theyve  suffered  ,https://www.cqnews.com.au/news/nazi-hikers-claim-theyve-suffered/4188930/,20210201T021500Z,hate_speech,,Grampians,general_lgbtiq,"A Melbourne neo-Nazi group, National Socialist Network, was seen in the Grampians spreading hate speech.",medium,"Melbourne neo-Nazi group, National Socialist Network",-36.718805,142.2209509
National Socialist Network : Melbourne neo - Nazi group seen in Grampians uncovered,https://www.news.com.au/national/victoria/national-socialist-network-melbourne-neonazi-group-seen-in-grampians-uncovered/news-story/d6cee39c9d2b0d6e565cf7e339491a5a,20210201T020000Z,hate_speech,,Grampians,general_lgbtiq,"Melbourne neo-Nazi group National Socialist Network seen in Grampians uncovered, engaging in hate speech targeting the LGBTIQ+ community.",medium,National Socialist Network,-36.718805,142.2209509
RuPaul Drag Race Down Under star Coco Jumbo saved a man from vicious Oxford Street gay bashing,https://www.dailymail.co.uk/tvshowbiz/article-9334339/RuPauls-Drag-Race-star-Coco-Jumbo-saved-man-vicious-Oxford-Street-gay-bashing.html,20210307T020000Z,assault,,"Oxford Street, Darlinghurst",gay,RuPaul Drag Race Down Under star Coco Jumbo intervened to save a man from a vicious gay bashing incident on Oxford Street in Darlinghurst.,high,,-33.8813047,151.218319
Trans Woman Mhelody Bruno Failed By Australia Justice System,https://junkee.com/mhelody-bruno-justice-system-investigation/291695,20210401T073000Z,assault,2019-09-22,Wagga Wagga,transgender,"Trans woman Mhelody Bruno was tragically killed in Wagga Wagga, Australia. She was found dead in a unit and had suffered severe head injuries. The justice system failed to deliver justice for her death.",high,,-35.115,147.3677778
I was assaulted after Mardi Gras and I wasnt the only one,https://www.abc.net.au/news/2021-03-09/mark-reddie-victim-of-homophobic-attack-at-sydney-mardi-gras/13227070,20210308T184500Z,assault,,"Oxford Street, Sydney",gay,"The victim was assaulted after Mardi Gras on Oxford Street in Sydney. A red car screeched to a halt next to the victim and their friends, and they were ambushed.",medium,,-33.8851063,151.2272996
A Gay Man Life Was Threatened So Aussies Painted His House Rainbow,https://www.outtraveler.com/news/2021/4/22/gay-mans-life-was-threatened-so-aussies-painted-his-house-rainbow,20210422T124500Z,threat,2021-04-22,"Phillip Island, Victoria",gay,"A gay man received death threats over plans to paint his house, prompting the local community to come together and paint it rainbow in support.",medium,,-38.5071781,145.1888103
Ian Roberts :  Brutal gay bashing upended my life  | Fraser Coast Chronicle,https://www.frasercoastchronicle.com.au/news/ian-roberts-how-brutal-gaybashing-upended-my-life/4238665/,20210415T134500Z,assault,,Fraser Coast,gay,"Ian Roberts, a former rugby league player, revealed that a brutal gay bashing incident upended his life.",high,,-25.3416002,152.8006734
Calls to ban the Nazi swastika in Queensland after train vandalism,https://www.brisbanetimes.com.au/politics/queensland/calls-to-ban-the-nazi-swastika-in-queensland-after-train-vandalism-20210513-p57rk6.html,20210513T114500Z,vandalism,,Brisbane,general_lgbtiq,A train carriage in Brisbane has been vandalised with a Nazi slogan amid claims anti-Semitism is rising in the community.,medium,,-27.4689623,153.0235009
Raymond Keam : Police offer $1 million for information on gay hate murder,https://www.pinknews.co.uk/2021/06/02/raymond-keam-sydney-australia-gay-hate-crime-murder-reward/,20210602T211500Z,murder,,Sydney,gay,"Police are offering a $1 million reward for information on the murder of Raymond Keam, a gay man who was killed in Sydney. The case is being investigated as a hate crime.",high,,-33.8698439,151.2082848
Sam Newman mocks transgender community in lewd tirade,https://www.dailymail.co.uk/news/melbourne/article-9766811/Sam-Newman-mocks-transgender-community-lewd-tirade.html,20210708T021500Z,hate_speech,,Melbourne,transgender,"Sam Newman mocked the transgender community in a lewd tirade, sparking controversy and backlash.",medium,Sam Newman,-37.8136,144.9631
Gay man trapped in Afghanistan says Taliban  hunting us and will enjoy killing u - World News,https://www.mirror.co.uk/news/world-news/gay-man-trapped-afghanistan-says-24854613,20210827T161500Z,threat,,Afghanistan,gay,A gay man trapped in Afghanistan has reported that the Taliban is hunting LGBTQ+ individuals and threatening to kill them.,high,Taliban,-30.5160611,151.6652368
Australia : Men pretend to be gay to lure and rape woman,https://www.pinknews.co.uk/2021/08/13/straight-men-rape-woman-pretend-gay/,20210813T180000Z,assault,,"Sydney, NSW",woman,Men pretended to be gay to lure and rape a woman,high,Men who pretended to be gay,-33.8688,151.2093
Australian synagogue targeted with Nazi flag on Shabbat,https://www.israelnationalnews.com/News/News.aspx/316115,20211101T151500Z,vandalism,,"Caulfield, Melbourne",general_lgbtiq,"An Australian synagogue was targeted with a Nazi flag on Shabbat, causing distress and concern within the LGBTIQ+ community.",medium,,-37.8561,145.0064
"Another Homophobic Attack In united kingdom , Victim Hit With Bottle For Holding Hands With Another Man",https://www.starobserver.com.au/news/another-homophobic-attack-in-uk-victim-hit-with-bottle-for-holding-hands-with-another-man/206367,20211014T120000Z,assault,,Birmingham,gay,A 38-year-old man was attacked in Birmingham for holding hands with another man.,medium,,-32.8927778,151.69
Investigation revealed evil and violence directed at gay men across Sydney,https://www.smh.com.au/national/investigation-revealed-evil-and-violence-directed-at-gay-men-across-sydney-20211021-p5924b.html,20211021T220000Z,violence,,Sydney CBD,gay men,Investigation revealed evil and violence directed at gay men across Sydney CBD.,high,,-33.8747234,151.2053644
"Bondi Badlands podcast : Investigation reveals evil , violence directed at Sydney gay men",https://www.brisbanetimes.com.au/national/investigation-revealed-evil-and-violence-directed-at-gay-men-across-sydney-20211021-p5924b.html,20211022T000000Z,murder,1987-1993,Sydney,gay,"Between 1987 and 1993, up to 20 gay men were murdered across Sydney, many of which were dismissed as suicides or deaths by misadventure.",high,,-33.8698439,151.2082848
"In NYT , Nur Sajat alleges molest during Jais arrest , says officer told mum OK to sexually assault  man  | Malaysia",https://www.malaymail.com/news/malaysia/2021/10/20/in-nyt-nur-sajat-alleges-molest-during-jais-arrest-says-officer-told-mum-ok/2014804,20211020T143000Z,assault,2021-10-20,Selangor,transgender,Transgender entrepreneur Nur Sajat Kamaruzzaman alleges that she was touched on her breasts and private parts while being arrested by Selangor authorities.,medium,Officer allegedly told Nur Sajat's mother it was okay to sexually assault her,-27.4804241,153.0963916
Vandals Deface Adelaide Rainbow Pride Walk With Homophobic Graffiti,https://www.starobserver.com.au/news/vandals-deface-adelaides-rainbow-pride-walk-with-homophobic-graffiti/206273,20211008T093000Z,vandalism,,Adelaide's Rainbow Pride Walk,LGBTQI+,"Vandals defaced Adelaide's Rainbow Pride Walk with homophobic graffiti, sparking anger within the LGBTQI+ communities in Adelaide.",medium,,-34.9281,138.5999
